time,variant,elapsed,phase,limit,current_mb,high_events,psi_some_avg10,anon,file,pgscan,pgsteal,pgmajfault,repl_fail_events,repl_lock_main_lost,repl_pg_private_alloc,repl_pg_private_free,repl_pte_miss_events,repl_rdprotect_handled,repl_reclaimed,repl_reclaimed_replicas,repl_remote_faults_on_main,repl_repl_allocated,repl_repl_copy_events,repl_skipped_pressure,repl_tlb_flushed,repl_total_faults,repl_unreplicated,repl_writes_to_replicated,vm_numa_pte_updates,vm_numa_huge_pte_updates,vm_numa_hint_faults,vm_numa_hint_faults_local,vm_numa_pages_migrated,vm_pgmigrate_success,vm_pgmigrate_fail
2026-08-27T19:11:59.115,repl-bound,46.253,4G,4G,4076,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:59.615,repl-bound,46.753,4G,4G,4078,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:00.115,repl-bound,47.253,4G,4G,4078,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:00.615,repl-bound,47.753,4G,4G,4077,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:01.115,repl-bound,48.253,4G,4G,4078,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:01.617,repl-bound,48.755,4G,4G,4078,0,0.00,2115895296,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:02.115,repl-bound,49.253,4G,4G,4076,0,0.00,2115895296,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:02.615,repl-bound,49.753,4G,4G,4075,0,0.00,2115895296,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:03.115,repl-bound,50.253,4G,4G,4074,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:12:03.615,repl-bound,50.753,4G,4G,4072,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
