,,,SKT0C0,SKT0C0,SKT0C0,SKT0C0,SKT0C1,SKT0C1,SKT0C1,SKT0C1,SKT0C2,SKT0C2,SKT0C2,SKT0C2,SKT0C3,SKT0C3,SKT0C3,SKT0C3,SKT0C4,SKT0C4,SKT0C4,SKT0C4,SKT0C5,SKT0C5,SKT0C5,SKT0C5,SKT0C6,SKT0C6,SKT0C6,SKT0C6,SKT0C7,SKT0C7,SKT0C7,SKT0C7,SKT0C8,SKT0C8,SKT0C8,SKT0C8,SKT0C9,SKT0C9,SKT0C9,SKT0C9,SKT0C10,SKT0C10,SKT0C10,SKT0C10,SKT0C11,SKT0C11,SKT0C11,SKT0C11,SKT0C12,SKT0C12,SKT0C12,SKT0C12,SKT0C13,SKT0C13,SKT0C13,SKT0C13,SKT0C14,SKT0C14,SKT0C14,SKT0C14,SKT0C15,SKT0C15,SKT0C15,SKT0C15,SKT1C0,SKT1C0,SKT1C0,SKT1C0,SKT1C1,SKT1C1,SKT1C1,SKT1C1,SKT1C2,SKT1C2,SKT1C2,SKT1C2,SKT1C3,SKT1C3,SKT1C3,SKT1C3,SKT1C4,SKT1C4,SKT1C4,SKT1C4,SKT1C5,SKT1C5,SKT1C5,SKT1C5,SKT1C6,SKT1C6,SKT1C6,SKT1C6,SKT1C7,SKT1C7,SKT1C7,SKT1C7,SKT1C8,SKT1C8,SKT1C8,SKT1C8,SKT1C9,SKT1C9,SKT1C9,SKT1C9,SKT1C10,SKT1C10,SKT1C10,SKT1C10,SKT1C11,SKT1C11,SKT1C11,SKT1C11,SKT1C12,SKT1C12,SKT1C12,SKT1C12,SKT1C13,SKT1C13,SKT1C13,SKT1C13,SKT1C14,SKT1C14,SKT1C14,SKT1C14,SKT1C15,SKT1C15,SKT1C15,SKT1C15,
2026-08-13,12:09:52.205,996,1371638,3596,11266,5918,1197131,2999,11262,5832,1372212,3400,11942,6198,1533418,3583,12663,6714,1190737,2749,13032,6586,1073870,2595,11845,5974,1219122,2655,8958,4510,1196464,2658,8828,4486,1083823,2654,9749,4865,1109282,2693,9913,4999,1066510,2727,9861,5008,1056608,2594,8791,4450,1483999,3389,11941,6336,1487318,3405,11775,6275,1186386,2674,8533,4296,1178890,2633,8620,4317,2151225,6062,8240,6169,2067378,5882,8234,6185,2283490,6155,8082,6073,2322576,6327,7912,6020,1931136,5548,8058,6105,1619554,4952,8119,6092,1714763,4960,7966,6073,1708062,4944,8091,6111,2011604,5563,8399,6270,2087246,5868,8367,6304,2135135,5523,8034,6121,1817119,5024,8086,6119,2461487,6208,8052,6008,2521105,6256,8107,6067,1802978,4959,8301,6191,1782003,4868,8075,6062,
2026-08-13,12:09:53.204,996,1216386,3284,13512,5691,1097334,2776,13447,5548,1168450,2867,13660,5665,1331802,3118,14580,6231,1006946,2426,15095,6187,869956,2270,13869,5601,959223,2347,10999,4169,992886,2432,10934,4208,927148,2336,11981,4530,946038,2402,12078,4692,927784,2380,12059,4683,901082,2223,10876,4126,1255263,2999,13973,5911,1262479,2986,13867,5953,1002291,2320,10750,3933,998748,2254,10675,3929,2883863,9010,12820,10880,2829878,9017,12871,10955,2967265,9049,12658,10826,3160959,9433,12391,10698,2793051,8741,12679,10803,2442707,8010,12939,10961,2527175,7915,12562,10660,2547282,7959,12861,10897,2686466,8507,12868,10922,2741621,8763,12804,10876,2835040,8449,12645,10820,2544989,7903,12604,10798,3154958,9165,12710,10820,3200470,9068,12376,10552,2494585,8052,13013,11054,2518612,7913,12756,10883,
2026-08-13,12:09:54.205,997,4445908,17546,513658,508404,4198845,16932,513700,508353,4467402,17263,514252,508783,4640014,17514,514699,509108,4309820,16804,514778,508726,4184616,16601,513698,508232,4258741,16578,511334,506953,4373899,16816,511409,507105,4286029,16849,512139,507456,4241491,16908,511724,507160,4134981,16602,511855,507227,4278004,16589,511198,506985,4580163,17280,514351,508832,4502004,17384,514311,508825,4396562,16825,511055,506849,4379607,16696,511061,506935,2427005,7451,13863,9018,2433312,7477,14034,9188,2552446,7542,13756,9004,2597207,7670,13667,8937,2253895,7147,13877,9073,1991357,6475,13980,9005,2046144,6482,13673,9003,2128765,6583,13811,9005,2259469,7129,14001,9127,2360899,7396,13937,9051,2360012,6917,13655,8936,2123844,6622,13703,8919,2701899,7806,13787,8888,2711994,7911,13800,8976,2106728,6655,14102,9140,2075698,6403,13822,8991,
2026-08-13,12:09:55.205,998,7585233,34352,1806542,1799000,7192389,34009,1806778,1799135,7707374,34178,1807161,1799376,7730889,34128,1807214,1799412,7500964,33705,1806556,1798929,7440927,33710,1805926,1798732,7525394,33458,1805511,1798413,7587738,33695,1805324,1798379,7548021,33810,1806153,1798806,7529593,33900,1806214,1798901,7200160,33632,1805853,1798634,7549936,33478,1805502,1798490,7783837,34233,1808424,1800153,7458046,34106,1808069,1799901,7643735,33577,1805004,1798089,7726539,33780,1805373,1798476,2642354,8863,14337,10858,2607246,8997,14753,11182,2775916,9135,14281,10862,2748348,9116,14095,10749,2588074,8727,14416,10963,2384048,8322,14618,11044,2549938,8380,14036,10727,2531809,8279,14344,10910,2599460,8634,14558,11064,2562517,8911,14456,10928,2538162,8478,14258,10790,2553129,8285,14284,10818,3026135,9518,14390,10951,3008753,9537,14312,10861,2525344,8349,14544,11101,2554685,8175,14339,10934,
2026-08-13,12:09:56.205,997,7687900,34310,1784210,1779694,7256624,33900,1784261,1779740,7731346,33953,1784641,1779948,7775380,34129,1784807,1780153,7528753,33453,1784007,1779462,7468438,33657,1783960,1779724,7626670,33479,1782799,1778968,7631610,33475,1782473,1778724,7615802,33806,1783380,1779370,7521452,33808,1783442,1779464,7273518,33533,1783261,1779271,7621222,33568,1783062,1779312,7791945,34045,1785528,1780620,7515593,34035,1785363,1780531,7812800,33620,1782496,1778863,7773549,33638,1782396,1778806,1627425,5231,9859,5746,1637171,5244,10135,5890,1766278,5415,9795,5839,1722613,5435,9641,5685,1621040,5189,9919,5894,1483650,4771,9745,5691,1536926,4782,9851,5848,1550238,4744,9865,5792,1605710,5024,10090,5905,1563725,5266,10051,5863,1578881,4921,9837,5754,1554109,4715,9795,5680,2018783,5908,9974,5800,2000508,5913,9858,5719,1523949,4618,9957,5820,1520219,4510,9917,5778,
2026-08-13,12:09:57.206,997,7502199,34023,1822810,1815711,7083899,33450,1822861,1815664,7575179,33685,1823366,1816008,7638308,33778,1823454,1816068,7387408,33327,1822978,1815677,7318651,33378,1822247,1815450,7420991,33164,1821595,1814986,7501319,33407,1821499,1814943,7396667,33374,1822197,1815343,7416990,33446,1822145,1815218,7142916,33281,1822087,1815222,7478981,33103,1821721,1815149,7658376,33770,1824445,1816726,7417348,33774,1824234,1816583,7552102,33135,1821311,1814832,7613327,33180,1821160,1814858,2482977,8289,12983,9877,2475143,8413,13279,10054,2603878,8483,12772,9713,2564138,8535,12817,9831,2423904,8178,12831,9776,2253375,7758,13148,9929,2385455,7822,12852,9805,2420073,7884,13144,9965,2440348,8037,13090,9947,2451204,8449,13229,9990,2418103,8097,13051,9903,2395064,7742,12763,9619,2851701,8925,12878,9738,2832062,8911,12836,9717,2365045,7849,13307,10152,2327386,7401,12859,9776,
2026-08-13,12:09:58.206,997,7714637,34477,1839308,1835083,7268404,33984,1839436,1835256,7760368,34222,1839839,1835486,7850968,34370,1840003,1835636,7527318,33761,1839396,1835131,7388158,33729,1838671,1834834,7590758,33659,1838111,1834488,7555366,33788,1838143,1834513,7620932,33951,1838499,1834790,7596368,33996,1838611,1834901,7254711,33714,1838559,1834785,7652981,33610,1838071,1834599,7842515,34354,1841083,1836284,7538818,34348,1840835,1836171,7732675,33792,1837855,1834446,7748341,33867,1837819,1834526,1427138,4473,7680,4435,1447782,4502,8077,4681,1532397,4666,7672,4490,1533927,4649,7645,4453,1415874,4439,7920,4681,1254563,3966,7722,4458,1350330,4085,7715,4528,1385863,4093,7770,4510,1446432,4369,8111,4707,1402124,4657,8183,4731,1395935,4255,7850,4563,1333841,3992,7760,4454,1860197,5272,7843,4491,1824750,5238,7911,4542,1292398,3830,7901,4596,1314999,3783,7896,4615,
2026-08-13,12:09:59.207,998,4355977300,5025832,10645532,6458135,4369064554,5025636,10646037,6458352,4393992982,5025484,10645708,6457940,4428735992,5026142,10646221,6458345,4338113860,5026293,10647498,6459884,4348436396,5026036,10646761,6459489,4382526935,5025913,10647035,6459715,4430566637,5025901,10646494,6458841,4348651777,5026245,10647368,6459502,4363964544,5025812,10647136,6459376,4381623069,5026131,10646800,6459073,4397728211,5025931,10646710,6459258,4364125288,5026123,10649399,6460032,4385467146,5026482,10648660,6459547,4400209025,5025824,10645598,6457758,4451268440,5026247,10646389,6458576,3553018442,4201724,33720,29742,3570734555,4201191,33766,29708,3617975590,4201801,34414,30513,3619293803,4202750,34603,30702,3542439508,4201471,33146,29367,3563981337,4201108,33583,29589,3612594202,4201043,32244,28633,3665791053,4201644,32945,29181,3580403388,4201765,33402,29406,3613148207,4201797,32559,28685,3623217658,4201581,32296,28336,3658370749,4201166,32702,28835,3639372720,4202820,33623,29707,3640606760,4203217,34187,30259,3659560591,4201215,32488,28577,3744744193,4201089,33259,29480,
2026-08-13,12:10:00.207,998,31722512559,23078531,46782557,23115025,31866975776,23075770,46776648,23109983,32220312231,23075950,46777517,23111042,32426207565,23077906,46779635,23113485,31687711689,23075800,46780339,23113159,31715683590,23075706,46779072,23112852,32179478036,23078205,46782037,23116917,32566629416,23075139,46779245,23113215,31970931591,23077199,46778616,23113518,31984552230,23076820,46780819,23114093,32198464637,23075514,46778747,23114746,32466782131,23074359,46775652,23111021,32265333021,23076148,46783531,23116952,32278538953,23076059,46780454,23114082,32573739788,23075299,46775317,23110021,33025972476,23074796,46776805,23111531,22987817446,23685086,56580,49668,23234204661,23684876,58963,51567,23678829278,23684341,60888,53451,23846646910,23684661,58235,51281,22964178781,23683782,57650,50429,23101720415,23683204,57284,50334,23629485676,23681954,53497,47106,24257743010,23683907,56944,50493,23316595796,23682796,59727,51702,23531600690,23682285,54354,47154,23783566990,23682544,53619,47015,24133494823,23681534,54404,47751,23837205556,23683002,56375,49849,23849806296,23683799,57562,51220,24241174633,23680259,52203,45054,25190314332,23680456,55078,48723,
2026-08-13,12:10:01.207,997,31548849226,24440817,49327006,24461190,31555692154,24438003,49323374,24458254,32044841877,24437653,49323709,24458210,32281929930,24439060,49325307,24460289,31491926748,24436280,49323186,24458859,31362784856,24437479,49326309,24461772,32009946410,24438614,49327023,24463099,32429825484,24435650,49321911,24457809,31795251605,24437666,49321322,24457100,31641181033,24438718,49325814,24460578,31890636367,24436935,49323680,24460225,32317505020,24435063,49318947,24455827,32097789236,24437024,49325559,24460234,31986574282,24436486,49323421,24458639,32421525556,24435738,49318710,24454730,32907162844,24437170,49323066,24459389,23221150735,24876872,46121,40387,23389298819,24875792,45235,39651,23882181276,24877052,47514,42067,24041896773,24876388,45940,40262,23188883081,24874133,44312,39219,23246401084,24875001,45212,39876,23836925492,24875414,44683,39729,24439567361,24874867,44061,39134,23543835615,24873991,45257,39247,23658812002,24876389,45663,40236,23889780557,24875243,43184,38193,24335706580,24872869,42165,36909,24047907629,24875903,45290,39886,23976737456,24876353,46150,40933,24425661751,24873616,42748,37300,25364359198,24871990,42673,37482,
2026-08-13,12:10:02.207,997,31646755162,23383659,47232342,23402491,31775232642,23381766,47230528,23401814,32135461441,23380242,47228977,23399908,32346428879,23381896,47232015,23401785,31603840619,23379864,47228981,23399863,31615197985,23381190,47233308,23403450,32095536252,23381510,47229858,23401629,32490741213,23381147,47230415,23402105,31877001819,23381983,47228205,23400200,31882529623,23381692,47229694,23401210,32096089506,23379555,47226301,23398429,32385470491,23379628,47225178,23398043,32180878441,23380441,47231186,23402671,32185439194,23380302,47228999,23400599,32488657752,23379177,47224741,23396546,32943825896,23381866,47229602,23401949,23088098863,23840990,44343,36820,23341177914,23840899,45897,38353,23778708479,23841685,46645,39380,23936642422,23840803,43132,35609,23076842835,23838456,41737,34833,23199644919,23839537,42220,35351,23728109048,23839671,42330,35419,24330319198,23838613,41521,35007,23413372307,23838083,44219,35787,23615342696,23839505,44451,36903,23863130664,23839027,41435,34622,24221484958,23838190,42398,35000,23917037550,23839530,43437,36816,23929332006,23840281,44582,37763,24322240710,23838144,42304,34824,25263462821,23836920,42554,35257,
2026-08-13,12:10:03.206,997,31646108881,23387549,47239962,23405121,31775721164,23383966,47233559,23399860,32138628948,23383585,47234060,23400047,32348385810,23385047,47235950,23401196,31598939000,23384028,47235516,23401745,31618552518,23384058,47237380,23403633,32091335029,23384931,47236240,23403132,32489825258,23384383,47235178,23401997,31888209247,23384923,47234124,23400647,31882332482,23385309,47235555,23401793,32100597583,23383276,47231752,23398835,32386398720,23382840,47230774,23398735,32183907642,23383490,47234989,23401129,32185868560,23383661,47235099,23401702,32479222034,23383397,47231262,23398153,32936707075,23384807,47234236,23401837,23100387218,23844194,40596,35251,23349171971,23844151,42484,36805,23791357186,23844740,41579,36386,23941440724,23844545,40771,35099,23077069463,23842627,40717,35658,23197879763,23842955,40742,35406,23716274024,23843200,39917,34785,24351153731,23842325,39728,34543,23421502398,23842811,41662,35540,23624704645,23844177,41996,36465,23865223714,23842892,39012,33958,24228523023,23842329,39384,34353,23923352302,23843836,41104,36107,23932765216,23843908,41229,36264,24324049753,23842640,40340,34578,25256172645,23841367,39734,34420,
2026-08-13,12:10:04.206,997,31647076787,23376522,47219229,23393772,31778830601,23373232,47214120,23389808,32138151881,23373926,47215729,23390831,32345677315,23375206,47216415,23391240,31602061083,23374844,47216817,23392631,31621818008,23374536,47218120,23393505,32098670369,23374867,47216458,23392954,32493963308,23374038,47215971,23391635,31885864032,23374746,47215096,23390753,31883393446,23375291,47216467,23391897,32095759700,23373029,47211862,23388361,32384880821,23372987,47212151,23389207,32171170371,23372312,47213635,23389485,32187392777,23373867,47215661,23391399,32483733029,23372585,47211677,23387851,32939285824,23374692,47215139,23392038,23094546761,23835981,41153,35231,23339417417,23835369,41369,35236,23778170879,23836048,40718,34595,23929108142,23835472,40052,33342,23075649911,23833683,38667,32423,23192485179,23833822,39000,32612,23722672926,23834298,38250,32619,24335696827,23834147,38743,33333,23422531448,23833809,40380,33289,23618825415,23834988,40623,34075,23860236932,23833797,37538,31632,24219343574,23833917,38255,32206,23918594519,23835153,40015,34555,23930647119,23835263,40415,34956,24315392561,23833002,38501,32101,25254464765,23832351,37965,32029,
2026-08-13,12:10:05.207,998,31667539041,23404996,47280930,23421521,31801703414,23402931,47276886,23418624,32154643022,23403066,47278166,23419180,32367406846,23403134,47276708,23418258,31621943171,23402322,47278007,23419483,31640973232,23402683,47279276,23420775,32114650812,23403571,47278954,23421448,32506795481,23402727,47277578,23419847,31905820795,23403650,47276315,23418879,31906527797,23404195,47277600,23419740,32118228363,23401735,47274283,23417079,32403372947,23401992,47273587,23417071,32207356518,23401402,47275145,23417150,32206441876,23402800,47277293,23419278,32507406763,23401282,47272883,23415012,32961093982,23402388,47275416,23418415,23102312340,23869783,45719,38927,23358756880,23869404,45658,38810,23792740637,23870632,46817,40067,23945358913,23870507,46855,40032,23088547582,23869039,44853,38818,23208441454,23868569,45164,38693,23735912304,23869929,45833,39740,24350101582,23868777,45228,38916,23421221379,23867137,45570,38037,23625778945,23869926,48043,40895,23866977339,23868897,44687,38419,24226294983,23868624,45131,38694,23936034351,23870008,46834,40246,23933413982,23870489,47609,41317,24329488956,23867666,43896,37404,25258738251,23866826,44066,37850,
2026-08-13,12:10:06.207,997,31641446487,23376826,47238707,23392184,31776509055,23374481,47235241,23390229,32130193550,23376052,47239227,23393608,32335196776,23375193,47236527,23390889,31596828763,23375766,47238320,23393329,31610292666,23374910,47238020,23392729,32089300053,23375921,47238477,23393951,32481455943,23375542,47238926,23394171,31872619409,23374769,47234543,23390065,31876672858,23375600,47236133,23391045,32088838866,23373776,47233549,23389088,32379478469,23374500,47233879,23390027,32177379729,23374026,47235122,23389755,32181465874,23375340,47236860,23391803,32476760234,23373070,47232243,23387472,32934194200,23375395,47235262,23391232,23079632797,23855769,40465,33854,23327511556,23855941,41631,35266,23765601098,23856967,42045,35729,23922719586,23855390,39642,32758,23065238095,23853730,37616,31467,23182094194,23853820,38469,32401,23714271059,23854802,38167,32505,24322822354,23854417,38499,33016,23390168034,23852901,39134,32071,23606758639,23854532,39722,33320,23840204980,23853754,37663,31712,24209719816,23854082,38854,32504,23896410954,23855411,39859,33894,23911717168,23856492,42023,36273,24295948355,23853230,38391,32071,25226594428,23852317,38315,32219,
2026-08-13,12:10:07.206,997,31628227526,23376977,47266712,23390425,31754717203,23374647,47265082,23389902,32115597516,23375679,47266793,23391326,32324563801,23374800,47263647,23388112,31577540731,23375485,47265711,23390696,31594768854,23374700,47266061,23390582,32072561637,23376533,47266824,23392283,32464555743,23374960,47265304,23390553,31855107117,23375914,47263092,23388434,31856953127,23376808,47265977,23391141,32074396774,23374811,47263734,23389607,32356583474,23374901,47261710,23388118,32162800141,23374063,47263263,23388365,32161078701,23375737,47265876,23390812,32457296443,23373729,47261204,23386626,32919867131,23374970,47262630,23388815,23062304957,23885506,41302,35188,23304541275,23884524,40837,34863,23739727193,23884991,40748,34641,23893757458,23885010,40539,33767,23041627175,23883772,40432,34437,23159253340,23883212,39682,33696,23685838814,23883980,38967,33116,24291352216,23884691,41057,35317,23371078095,23883315,41447,34304,23575926660,23884767,42193,35840,23815393309,23884132,39719,33911,24172724882,23883593,40380,33905,23879713621,23885254,42223,36363,23887005100,23886260,43133,37349,24271127707,23883603,39382,33760,25197558210,23882427,39605,33619,
2026-08-13,12:10:08.207,998,31574532702,24818207,50138204,24835237,31586762644,24816025,50135005,24833369,32042675007,24817647,50138524,24836300,32269181775,24816763,50136167,24833484,31526597858,24815969,50135952,24834427,31397953194,24816908,50138241,24836243,32011158358,24818514,50139400,24837813,32420419255,24816010,50136636,24834668,31802455163,24816507,50134187,24833096,31663353384,24817162,50136072,24834719,31912336775,24816685,50135018,24834157,32304871410,24815952,50133341,24832929,32109243228,24815108,50134200,24832197,31998685319,24816987,50136894,24835230,32405422819,24815885,50133474,24832113,32874527705,24816299,50135105,24834603,23374868441,25312719,40327,33731,23548850238,25311984,41449,35131,23961848518,25312383,40741,34178,24066183936,25312777,40465,33597,23344714958,25310434,38765,32402,23418178065,25310875,38980,32891,23928500765,25311315,37317,31695,24428828212,25310639,37792,32113,23655078258,25309387,38951,31930,23804150902,25310750,39995,33473,24001358276,25309813,36770,30921,24354256595,25309999,37517,31589,24122243881,25312618,41345,35164,24080622099,25313551,43265,37198,24434368390,25310094,39218,32599,25203194711,25309649,39824,33535,
2026-08-13,12:10:09.207,997,32981315188,23426654,49917297,23454687,32683677694,23425426,49914353,23452626,33424844935,23426062,49914547,23452628,33704252006,23425164,49914984,23453257,32897444625,23423474,49913218,23451898,32465591451,23424268,49913685,23452362,33402480954,23426555,49915941,23455425,33891355320,23425545,49913948,23453066,33249370240,23425086,49911642,23450579,32766859779,23425479,49913135,23451982,33105780644,23425824,49913507,23452996,33767305185,23424531,49910275,23450482,33627726913,23424600,49912993,23451706,33216025303,23425316,49913805,23452429,33856716072,23425151,49911971,23451023,34445254173,23426289,49913214,23453164,23696568153,26471539,41648,36141,23802264884,26471476,43078,37147,24261710990,26471056,41858,36079,24312543573,26471265,41085,35765,23648805601,26470458,41786,36846,23687483202,26469943,41453,36080,24217262952,26470370,40893,36002,24670019329,26470138,41344,36136,23972036847,26469364,42508,35858,24060114554,26471549,43869,38320,24236223916,26470194,40743,35303,24640246763,26469777,40542,35148,24432997832,26471123,41945,36876,24341303224,26472233,43975,38743,24684857530,26469221,39750,34591,25370774060,26468184,40616,35085,
2026-08-13,12:10:10.206,997,32887292611,23618846,50255345,23650099,32564752758,23617799,50252357,23648376,33324551651,23618923,50253470,23649142,33602401119,23618177,50254295,23650059,32808317803,23616016,50252320,23648740,32344770557,23615986,50252102,23648113,33306288190,23619352,50256664,23653681,33799048758,23617838,50254407,23650898,33151475621,23617668,50251707,23648924,32644808519,23617833,50251990,23648754,32992311140,23619703,50255540,23652799,33668846446,23617535,50250089,23647519,33532522522,23617047,50250847,23647019,33103170577,23618712,50253854,23650538,33765811912,23617890,50250249,23647078,34343667846,23618409,50252394,23650190,23719538462,26615192,42692,36142,23806923632,26614913,44593,37646,24272444899,26615759,45464,38592,24323787047,26615351,43504,36726,23664257597,26613862,41695,35747,23690746352,26613070,41743,35118,24229759031,26613417,40623,34753,24674850195,26613321,41050,35134,23991707599,26612515,43211,35696,24070138371,26614153,43301,36718,24243545580,26612870,40891,34245,24658917932,26613435,42027,35283,24456931426,26615255,43772,37613,24347326631,26615219,45381,38816,24706009309,26612160,40598,33690,25377232672,26612122,42645,36295,
2026-08-13,12:10:11.207,998,32812931281,23785450,50555113,23817982,32478409466,23782252,50550008,23813655,33247903821,23784036,50553901,23817040,33526488891,23783870,50553101,23816646,32732530025,23782114,50552473,23816554,32256279856,23783203,50553640,23817652,33225473838,23786100,50556514,23821571,33720650855,23785674,50555228,23819913,33071905240,23783709,50551337,23815630,32554063547,23783484,50550771,23815235,32895026218,23784417,50552098,23817221,33585157417,23782049,50546666,23812472,33453065748,23783783,50552370,23816768,33014716558,23783985,50551787,23816300,33685267704,23783770,50551543,23816172,34266390611,23784925,50552261,23817998,23747474172,26749421,54363,46908,23831984126,26749459,55134,47584,24306410356,26749863,54475,47389,24355524646,26750299,54906,47436,23696229420,26748525,53158,46357,23716746916,26748285,54177,46702,24264230991,26748174,52708,45827,24709615816,26748630,53938,46870,24025532851,26748292,55803,47308,24088962088,26750348,57300,49902,24271692109,26747857,52805,45381,24683050481,26747209,51650,44027,24483569529,26749796,54645,47641,24376683823,26750312,56857,49860,24735909919,26747586,52647,45280,25406886235,26745882,52810,45942,
2026-08-13,12:10:12.207,997,32666248790,24100894,51034751,24133778,32294728945,24098548,51032911,24133024,33093509280,24099889,51035491,24135067,33364702078,24099727,51035518,24135334,32586457847,24098000,51035944,24136606,32071362935,24100309,51039043,24138909,33079635584,24102549,51039635,24140944,33560372215,24101798,51039712,24140766,32923179743,24100285,51038651,24139276,32362853211,24100348,51036431,24136781,32708993280,24100560,51037687,24138774,33428850343,24099364,51032991,24135189,33297666700,24098811,51033786,24134790,32829497205,24099579,51033164,24133458,33526797881,24098828,51032705,24133531,34105750819,24100923,51034976,24136871,23766573237,26913008,51803,43372,23832540078,26913924,56364,47755,24320791734,26914316,55593,47262,24366163291,26914435,54299,46002,23705890144,26912755,51917,43887,23718882552,26913678,53671,45088,24270743241,26912063,50416,42755,24713900864,26912258,51929,44149,24039661804,26912873,55136,45901,24092841735,26915026,55355,47203,24270130776,26912478,51624,43385,24697667568,26911854,50963,42773,24499396132,26912827,52644,45034,24376327257,26914291,54875,47016,24742095867,26911970,53170,44392,25425374017,26911790,55044,46946,
2026-08-13,12:10:13.206,997,32236052533,24809598,52410723,24850751,31775102949,24806066,52405984,24847186,32634233330,24808941,52408047,24849358,32926477966,24807801,52408049,24849169,32140062312,24807183,52409423,24851337,31550059836,24807045,52410253,24851780,32627581127,24810318,52411581,24854506,33118698566,24809416,52411278,24854706,32481123848,24807140,52409181,24851886,31852397236,24808830,52410957,24853220,32204573052,24808587,52409567,24852668,32991335870,24806263,52403989,24848556,32852174376,24805859,52406549,24848885,32333364795,24806436,52404352,24846605,33099496454,24807959,52406842,24849874,33674751112,24807792,52403997,24848760,23862923636,27576213,65664,59137,23877185180,27576115,69144,61718,24409871535,27576361,68177,61664,24449585785,27576833,67916,61281,23771792593,27575535,64697,58985,23770069540,27575032,65581,59593,24361389578,27575438,65118,59651,24804797347,27574903,66193,60350,24145990105,27575090,68404,61115,24154675801,27578211,70593,64204,24329553197,27575366,66513,59992,24804441360,27576500,68616,62275,24617307986,27575259,65548,59848,24462015088,27576097,66865,61011,24844611469,27574072,64847,58507,25528623322,27571938,66337,59804,
2026-08-13,12:10:14.207,998,30400471624,27551966,56067033,27632542,29965211218,27551937,56064420,27630607,30747606382,27553041,56062244,27630134,31014053782,27551900,56063853,27630495,30306555679,27554640,56072415,27639439,29742863755,27551599,56070574,27637684,30725117662,27555308,56073637,27641117,31182666173,27553977,56071365,27640071,30594531398,27555219,56076074,27643151,30015569049,27550676,56068817,27635826,30316208517,27553905,56069989,27638743,31042001938,27554684,56070963,27640331,30928768104,27548240,56058557,27628232,30447523142,27551517,56062274,27630041,31137821878,27548953,56057965,27627128,31672242988,27551092,56058819,27629385,23897964556,28487223,142921,134617,23869208039,28484749,144883,135376,24439407137,28483360,139484,130872,24455624424,28486122,140490,131897,23773201338,28483913,136265,127444,23765945150,28482319,139128,130244,24385100233,28483590,135791,127927,24798078088,28483083,133695,126493,24171327680,28480882,135743,126913,24159531400,28482905,135698,127159,24310272853,28484195,135659,127303,24815251025,28480750,135646,127119,24633504941,28481583,138346,131413,24486810983,28482487,137339,130645,24823463931,28481262,137033,129046,25509673338,28478050,134830,126860,
2026-08-13,12:10:15.206,997,24680698713,25464013,55717652,25562316,24236915537,25464940,55717524,25561721,25030488748,25465244,55716358,25562170,25247701057,25465099,55717153,25562417,24580264917,25468766,55727265,25573881,23970862108,25465000,55725630,25572156,24983620110,25466251,55725250,25571320,25369415852,25464620,55724675,25570401,24827597362,25465672,55729718,25574751,24226623137,25462013,55723881,25568804,24505416287,25467274,55723391,25569631,25290260102,25465576,55725784,25571184,25121483129,25458504,55712500,25559334,24657161825,25461737,55712654,25557899,25386971318,25460206,55713241,25558985,25825798844,25461568,55715138,25559145,23991082822,30229882,197143,188074,23829441265,30226974,197853,187329,24450584497,30225836,194328,184598,24400657532,30230229,196018,186677,23868629798,30226491,189569,178883,23774068282,30224791,191789,182108,24407656694,30225385,187827,178134,24746577664,30225614,182632,174422,24228916642,30223842,187021,177019,24149924838,30224318,186796,176502,24250218624,30226794,186623,176645,24794912917,30224284,187403,177523,24664215666,30224527,190454,182822,24429169326,30223955,187035,179999,24782387555,30225766,187868,179442,25358915717,30224227,186491,177856,
2026-08-13,12:10:16.206,997,19788874202,20439788,51260339,20545465,19596462078,20440866,51260252,20546460,20144034263,20440705,51259091,20546649,20323620031,20439952,51259046,20545788,19682514151,20444285,51270859,20558641,19298215444,20440261,51268639,20555878,20077559849,20441572,51268010,20555203,20403994815,20438855,51265804,20552616,19915477322,20440731,51273367,20559457,19547084040,20437289,51267145,20553264,19822833878,20441852,51266903,20553782,20371829283,20440042,51269420,20555562,20237643633,20434019,51256622,20544774,20018951688,20437973,51256848,20543141,20500332201,20435982,51258573,20545262,20896570927,20437586,51259943,20545263,23949310205,30789725,201218,189918,23812845803,30786570,201260,188816,24390217905,30785983,198168,187123,24287937475,30791206,199951,189095,23845952181,30787653,195040,182177,23790069692,30785958,196641,184591,24394713678,30785335,191667,179165,24664698092,30786685,187726,177750,24237229132,30784147,190582,178813,24187516261,30785037,191826,179198,24290180524,30787913,190816,179007,24783501900,30784060,191186,179097,24649437817,30786346,195995,187205,24419032290,30785205,194024,184755,24736125382,30785739,191773,181415,25237741787,30785463,191308,181096,
