,,,SKT0C0,SKT0C0,SKT0C0,SKT0C0,SKT0C1,SKT0C1,SKT0C1,SKT0C1,SKT0C2,SKT0C2,SKT0C2,SKT0C2,SKT0C3,SKT0C3,SKT0C3,SKT0C3,SKT0C4,SKT0C4,SKT0C4,SKT0C4,SKT0C5,SKT0C5,SKT0C5,SKT0C5,SKT0C6,SKT0C6,SKT0C6,SKT0C6,SKT0C7,SKT0C7,SKT0C7,SKT0C7,SKT0C8,SKT0C8,SKT0C8,SKT0C8,SKT0C9,SKT0C9,SKT0C9,SKT0C9,SKT0C10,SKT0C10,SKT0C10,SKT0C10,SKT0C11,SKT0C11,SKT0C11,SKT0C11,SKT0C12,SKT0C12,SKT0C12,SKT0C12,SKT0C13,SKT0C13,SKT0C13,SKT0C13,SKT0C14,SKT0C14,SKT0C14,SKT0C14,SKT0C15,SKT0C15,SKT0C15,SKT0C15,SKT1C0,SKT1C0,SKT1C0,SKT1C0,SKT1C1,SKT1C1,SKT1C1,SKT1C1,SKT1C2,SKT1C2,SKT1C2,SKT1C2,SKT1C3,SKT1C3,SKT1C3,SKT1C3,SKT1C4,SKT1C4,SKT1C4,SKT1C4,SKT1C5,SKT1C5,SKT1C5,SKT1C5,SKT1C6,SKT1C6,SKT1C6,SKT1C6,SKT1C7,SKT1C7,SKT1C7,SKT1C7,SKT1C8,SKT1C8,SKT1C8,SKT1C8,SKT1C9,SKT1C9,SKT1C9,SKT1C9,SKT1C10,SKT1C10,SKT1C10,SKT1C10,SKT1C11,SKT1C11,SKT1C11,SKT1C11,SKT1C12,SKT1C12,SKT1C12,SKT1C12,SKT1C13,SKT1C13,SKT1C13,SKT1C13,SKT1C14,SKT1C14,SKT1C14,SKT1C14,SKT1C15,SKT1C15,SKT1C15,SKT1C15,
2026-08-13,12:02:55.167,998,6000071440,9137369,40137487,9244248,5900385978,9138004,40137595,9246052,6067581589,9139853,40136951,9245422,6141935748,9138898,40135545,9243879,6402762226,9140705,40144381,9253125,6282335163,9135295,40140070,9248831,6305942384,9138243,40142485,9251479,6555009816,9135994,40138580,9248039,6097088559,9140929,40147876,9257233,5979069221,9138015,40143489,9253007,6025521461,9142280,40143459,9253002,6197193138,9140947,40145504,9255238,6475685691,9134142,40138707,9246606,6393177966,9136251,40134122,9242983,6538847846,9134273,40135074,9243815,6645373011,9135011,40132793,9241528,21264513865,30904464,50978,44536,21000325176,30903550,53597,46416,21605919457,30903780,54990,47410,21475751342,30903035,52353,44924,21205212233,30902928,51328,43107,20910101473,30903553,52048,45179,21570155308,30905302,53855,46208,21790745615,30905339,52684,46200,21521626887,30903209,54037,46015,21208807266,30904938,55298,47237,21337941302,30903262,52664,44365,21872462814,30905269,53795,45186,21902644990,30905164,53251,46808,21483480690,30902655,51868,45565,21871889262,30903566,52504,45102,22331787478,30903101,52551,45379,
2026-08-13,12:02:56.167,998,6012689129,9122378,40121586,9231345,5913038330,9123576,40121797,9232933,6071664644,9125639,40122238,9233488,6148806719,9124069,40119984,9230781,6380199505,9125923,40128951,9240018,6267781049,9120285,40124400,9235538,6294842289,9122349,40125859,9237287,6535569290,9120789,40122630,9234578,6113874964,9125287,40132998,9243970,5999728271,9121968,40126575,9238598,6045054319,9127589,40127952,9240260,6212666876,9125622,40129720,9241914,6456346005,9119177,40122727,9233297,6380739889,9121487,40117882,9229273,6516000394,9119014,40118612,9230625,6626928474,9120078,40117117,9228442,21262481725,30905229,61564,54952,21000807684,30905336,65069,57313,21604611022,30905911,67158,59285,21474077641,30905623,65167,57290,21203793451,30904795,62309,53273,20910344377,30904500,61987,54792,21570465080,30906086,62613,54994,21786553543,30906114,62225,55909,21521550534,30905089,63724,56083,21212484819,30906197,65769,57377,21340184867,30904735,63132,54554,21874919045,30906642,63715,55129,21905065135,30907711,64592,58189,21486656501,30905072,63998,57130,21872096856,30906175,64537,57645,22333116364,30904882,64217,56716,
2026-08-13,12:02:57.166,997,6005202968,9116095,40075463,9220055,5902851416,9116906,40075225,9221717,6064360907,9118689,40075231,9221434,6139392006,9117158,40073116,9219472,6377924276,9119238,40082924,9228918,6259684577,9114121,40078228,9224696,6285845940,9116138,40080016,9226722,6527740897,9114256,40076177,9223730,6103706245,9118858,40085403,9232585,5984877934,9115042,40079586,9227134,6031252278,9119963,40080614,9228400,6197092126,9118914,40083065,9230950,6456968033,9112498,40075958,9221861,6380617956,9115274,40071511,9218240,6518001555,9111754,40072244,9219343,6627091804,9112925,40070429,9217189,21235632507,30869133,63869,50842,20971052980,30868113,66832,52605,21577492913,30869086,67330,53748,21446184393,30867612,64286,50992,21176791383,30868652,64257,49747,20879406201,30868632,64003,50924,21543574622,30868981,63577,50208,21757517764,30868747,62531,50743,21491965523,30868118,66121,52643,21178402778,30868658,67169,52865,21307816905,30867332,63144,49361,21841250142,30868922,63365,49733,21873299759,30870330,66789,54133,21455922520,30868778,66631,53055,21841483299,30867951,63206,51269,22301711943,30867592,63422,50977,
2026-08-13,12:02:58.166,997,5527310239,8956737,39386085,9066881,5424869681,8957517,39386657,9068268,5587177724,8959995,39386769,9068871,5634461932,8957717,39385393,9067023,6008782405,8960458,39392760,9075471,5906812658,8955021,39390486,9071583,5860558460,8956214,39389879,9072735,6131580868,8955616,39386691,9070643,5476872403,8959032,39395595,9079814,5372704441,8955644,39389600,9074586,5403479176,8962036,39392178,9076679,5575566868,8960211,39394152,9078750,6081878527,8953543,39387855,9069676,6016402906,8956322,39382885,9066140,6142023487,8954026,39384113,9067600,6225082639,8954423,39381073,9064706,18149070205,30359446,118883,111170,17966348700,30359997,122817,114016,18397408447,30359836,123163,114077,18304987864,30361834,121974,114320,18090468324,30357230,113092,103196,17939250664,30359044,117277,108748,18368504794,30357038,114289,105783,18577111149,30360177,117087,109616,18378440013,30353734,113444,105018,18149709053,30355474,113196,104332,18246655635,30356562,114638,104845,18650324746,30357686,114901,105709,18682157767,30359259,117181,109395,18425980982,30355989,116123,107985,18658529293,30358749,116384,108397,19048248711,30357438,116730,108549,
2026-08-13,12:02:59.165,997,5510090870,8929044,39327263,9034988,5402068196,8929230,39326929,9036030,5570734919,8931739,39327566,9036267,5613426184,8929925,39326132,9034720,5979526474,8931361,39333375,9042815,5883483472,8926731,39330785,9039450,5838194721,8928299,39330737,9040870,6102519046,8926423,39327055,9037716,5453679143,8930863,39336270,9046910,5348538754,8927709,39331360,9042157,5377802322,8933354,39332365,9043641,5549127995,8931793,39335540,9046210,6054232576,8924769,39327957,9036707,5991529326,8927059,39322972,9033380,6117791326,8925110,39324395,9034408,6203288972,8926024,39322633,9031960,18001348598,30330945,112549,105512,17821382573,30331028,114565,107120,18244981148,30330092,115144,107220,18153570551,30332141,114059,107241,17942950181,30326793,104471,96647,17799336210,30331307,111170,104260,18217473399,30329568,108684,101607,18425106042,30331457,109537,103795,18232094753,30327693,109240,101875,18004702525,30328330,108012,100705,18102085490,30329618,108534,100490,18498212529,30329431,106328,98664,18529586422,30328615,105360,99225,18279077513,30328828,109416,103365,18506524323,30330566,108972,102169,18891270730,30330983,110882,103509,
2026-08-13,12:03:00.166,998,5508828122,8964064,39392329,9072574,5399837516,8964132,39391646,9073665,5566374264,8967645,39393179,9075165,5610703532,8965056,39390443,9072224,6006926392,8967317,39399205,9081085,5902359970,8961828,39395867,9077188,5854261325,8963530,39395764,9078501,6125296609,8962058,39391413,9075408,5445197158,8965761,39401783,9085170,5344121691,8963949,39397456,9081059,5370396003,8968826,39397683,9082270,5539789500,8966742,39400389,9084159,6072161699,8959935,39393481,9075049,6010987521,8963419,39389238,9072365,6135477298,8961024,39390287,9073077,6224668263,8961097,39387084,9070239,18020575198,30369727,138221,129905,17842585038,30366621,136387,127688,18262749731,30367269,137576,128206,18175598327,30368088,132750,124702,17964932428,30363853,126450,116693,17818243401,30365952,129659,121323,18238458899,30365544,128675,120028,18446538646,30366835,129902,122241,18250480694,30362026,126998,118568,18025887970,30363900,127684,118432,18121509474,30365255,128157,118619,18518673542,30364692,125472,116344,18550249044,30367510,130561,123396,18302956321,30366071,134751,126891,18527940485,30368029,130982,123163,18913811955,30365275,127829,119853,
2026-08-13,12:03:01.166,998,5523165698,8905122,39330614,9011905,5419033645,8906136,39330065,9013043,5578673362,8908034,39330171,9013179,5627342987,8906354,39328993,9011599,5969915204,8908287,39336661,9020197,5871882000,8903507,39334290,9016512,5836905422,8905590,39335083,9018296,6094278142,8903740,39330211,9015194,5473326021,8907032,39338551,9023906,5372663178,8905287,39334290,9019877,5399964646,8910968,39335796,9021493,5569820176,8908950,39337462,9023284,6043496233,8901399,39330654,9013962,5986512043,8904264,39326716,9010749,6106185720,8902247,39327437,9011929,6194132880,8902475,39324589,9008645,18018262491,30364478,124218,117983,17837171961,30359460,120856,113085,18260297872,30359153,119982,112219,18170783931,30360813,119570,112821,17958816156,30357343,111201,103022,17814804148,30360539,116415,109310,18234294325,30359547,113893,106134,18443936612,30362231,119151,112698,18249525077,30355953,114452,107270,18019722060,30357836,115388,107221,18119243946,30358220,113668,104818,18513726222,30356476,109749,101389,18548513128,30358846,112744,106779,18297563889,30357648,115530,109410,18525012049,30362291,117174,110697,18910333343,30358526,113220,105902,
2026-08-13,12:03:02.167,998,4015154344,6616882,28800366,6766681,3936800288,6616414,28799007,6766877,4059307147,6619083,28799518,6767046,4094446136,6617227,28798068,6765947,4374727470,6618073,28803480,6772151,4301071254,6614737,28801970,6769119,4263772535,6615173,28800621,6769331,4463332962,6614675,28797987,6767879,3962673717,6617269,28804727,6774658,3888957505,6615718,28800905,6771089,3906542064,6619438,28802759,6772463,4035565045,6617595,28802921,6773365,4432967782,6613532,28799406,6767923,4388405859,6615929,28795738,6765246,4475746930,6613939,28795622,6765877,4542397870,6614884,28794861,6764239,13073898252,22064871,111963,103393,12942957047,22060216,108947,100258,13250900188,22061833,110174,100504,13183675157,22061332,106222,97428,13031932988,22058691,102534,92944,12927498879,22059954,105110,96096,13230660692,22059800,102179,93218,13380137793,22061322,105599,97392,13239883580,22057235,103894,95229,13076695113,22058906,103875,94406,13147900959,22058987,103172,93611,13433755092,22057374,100753,91367,13457307429,22059394,102534,94489,13277207869,22059745,106947,97838,13441869613,22062112,107697,99328,13719767063,22059487,105057,95718,
2026-08-13,12:03:03.167,997,20542169,88759,187775,176658,20600457,88371,187771,176547,20077788,88543,188349,176868,21211952,88792,189228,177462,20431677,88143,189285,177170,20313640,88027,188331,176722,19838099,88105,186127,175634,20998226,88193,185847,175403,20688155,88018,186276,175582,20620117,88248,186294,175660,20715525,87926,186503,175866,20142730,88067,185738,175530,20998362,88653,188782,177083,21175660,88883,188808,177366,20281057,88308,185852,175506,21205469,87880,185377,175235,4708792,16568,24094,19164,4764313,16548,24191,19257,4923572,16711,23859,18956,4910574,16928,23872,19093,4599428,16191,23822,18923,4348256,15570,24301,19163,4479704,15632,23563,18779,4589458,15878,24206,19157,4697107,16326,24419,19304,4621467,16557,24200,19061,4685012,15945,23652,18798,4463388,15529,23693,18741,5147725,16869,24035,19047,5010878,16897,23956,19034,4672320,15896,24384,19353,4520883,15595,24102,19192,
2026-08-13,12:03:04.167,997,1433248,4054,16032,8315,1302270,3598,16230,8311,1473354,4046,16964,8755,1700833,4237,17369,8957,1229787,3404,18056,9082,1093295,3133,16881,8480,1349634,3340,14197,7196,1297128,3401,14038,7138,1270561,3451,14682,7363,1241443,3506,14805,7561,1196394,3358,14766,7429,1199007,3312,13584,6855,1502955,4012,16685,8644,1648990,4164,16674,8651,1263899,3312,13562,6794,1280237,3331,13550,6853,3171857,11149,16135,14038,3314062,11365,16493,14351,3487790,11612,16408,14289,3493322,11741,16029,13966,3059522,10883,16289,14147,2856860,10277,16289,14091,2909401,10304,16092,14065,2923029,10331,16409,14274,3011945,10944,16629,14385,3166964,11203,16466,14257,3272028,10756,16200,14099,2943095,10278,16296,14152,3588733,11481,16254,14076,3528365,11650,16444,14218,3014847,10419,16394,14177,3009562,10239,16248,14137,
2026-08-13,12:03:05.167,997,1265085,3590,14324,6383,1162327,3135,14572,6444,1362340,3545,15465,6854,1505036,3705,16146,7377,1151288,2949,16730,7362,990725,2719,15537,6768,1134757,2807,12429,5269,1149778,2877,12218,5148,1023716,2707,12872,5425,1007761,2746,13058,5459,1090287,2857,13219,5706,1022096,2657,12039,5063,1340086,3454,15196,6906,1429996,3585,15305,7056,1104273,2847,12070,4952,1117013,2719,11922,4941,2981503,9431,12891,10387,3063393,9544,13163,10608,3291994,9845,12864,10379,3238987,9983,12770,10392,2904337,9203,12820,10348,2552700,8381,12742,10272,2667038,8581,12814,10396,2717756,8595,12989,10418,2777400,8924,12703,10212,2973819,9401,12752,10255,3043083,9018,12672,10225,2704630,8433,12629,10180,3444015,9708,12924,10403,3355892,9846,13080,10523,2767530,8677,13163,10582,2822703,8406,12839,10381,
2026-08-13,12:03:06.167,997,1191968,3383,12053,6079,1151799,2980,12127,6082,1260097,3241,12863,6440,1488856,3534,13569,6853,1086365,2663,13975,6776,975352,2503,13170,6408,1066208,2550,10213,4901,1105925,2690,10132,4897,1018081,2587,10593,5006,1032477,2704,10840,5199,1030014,2639,11132,5320,1019638,2541,9934,4730,1336729,3291,13101,6615,1445972,3424,13317,6772,1074192,2573,9569,4601,1060588,2518,9488,4484,2481087,8067,11706,9990,2570585,8295,12136,10360,2767724,8491,11962,10211,2847656,8701,11643,9963,2395643,7979,11925,10206,2164650,7285,11655,9856,2187569,7318,11645,10030,2233734,7365,11895,10093,2445726,7963,12263,10373,2547478,8136,11961,10125,2615392,7814,11750,10048,2282907,7324,11839,10088,2944672,8615,11927,10139,2880182,8672,11746,10006,2316992,7425,12115,10288,2207383,7127,11740,10014,
2026-08-13,12:03:07.167,996,1068220,2927,11790,4999,966038,2453,11822,4895,1080074,2744,12426,5284,1267780,2962,13188,5831,923236,2238,13649,5688,765377,1999,12349,5076,877601,2099,9579,3690,902215,2181,9626,3754,832945,2153,10337,3983,863710,2210,10290,3973,880498,2251,10677,4230,836404,2097,9595,3690,1159764,2788,12607,5464,1234374,2867,12735,5605,947757,2179,9474,3498,895333,2090,9349,3470,2570690,7436,9510,7858,2577524,7515,9789,8114,2742790,7733,9393,7783,2762768,7886,9402,7881,2352601,7070,9494,7858,2069982,6486,9504,7838,2164966,6524,9310,7746,2227229,6547,9497,7810,2333230,7125,9673,7882,2502376,7380,9609,7850,2699437,7144,9410,7781,2189266,6493,9261,7599,2923841,7870,9542,7865,2980550,7902,9536,7851,2361739,6787,9740,7991,2245055,6480,9265,7651,
2026-08-13,12:03:08.167,997,6984711,30690,1385122,1379701,6915734,30365,1384886,1379591,6949432,30840,1385457,1379972,7198883,30683,1385796,1380081,6890062,30138,1385901,1379933,6699792,29751,1384251,1379043,6688165,29998,1383603,1378720,6998488,30149,1383641,1378768,6900871,30164,1383407,1378456,6805019,30129,1383264,1378414,6869563,29913,1383601,1378467,6669026,29845,1383027,1378344,7092768,30471,1386347,1380461,7168481,30608,1385785,1379965,6667983,29814,1382612,1378136,7020471,30086,1382969,1378494,1980924,6595,11946,7807,1995991,6534,12467,8197,2100246,6621,12195,8006,2099983,6876,11867,7813,1976800,6649,12257,7986,1737011,5829,12079,7776,1840450,6085,11970,7903,1920978,6116,12140,7927,1951704,6480,12428,8106,1925188,6582,12241,7922,1978595,6271,12104,7865,1867285,6022,12117,7901,2387105,7122,12022,7786,2320671,7163,12014,7807,1835024,5896,12139,7908,1825733,5728,12209,7939,
2026-08-13,12:03:09.167,997,8073506,36106,1846662,1840004,7977991,35510,1845735,1839366,8028004,35950,1846077,1839643,8288450,35829,1846779,1839963,7965978,35243,1846253,1839596,7857501,35114,1844772,1838842,7749349,35330,1845089,1839082,8160298,35417,1844735,1838871,7970817,35302,1844486,1838629,7915457,35252,1844635,1838740,7999016,35119,1844465,1838568,7740724,35043,1844440,1838653,8130174,35595,1847567,1840532,8250228,35826,1846953,1840159,7867836,35259,1844056,1838312,8145386,35158,1844251,1838805,2667297,9208,15136,10970,2682156,9071,15495,11264,2717537,9078,15428,11046,2718081,9340,15126,11003,2600299,9011,15150,10928,2417762,8323,15412,11036,2585888,8705,14829,10764,2678909,8744,15405,11080,2595139,8774,15534,11120,2563219,9173,15431,11040,2590013,8612,15063,10784,2599223,8468,15133,10825,3053421,9659,15122,10894,2912698,9438,15198,10925,2590366,8545,15416,11173,2502583,8143,15053,10863,
2026-08-13,12:03:10.167,997,7616928,34382,1826198,1821046,7541442,33924,1825798,1820766,7587584,34464,1826408,1821122,7913876,34241,1826650,1821187,7544428,33748,1826526,1821008,7498705,33664,1825326,1820484,7344387,33692,1825051,1820298,7670897,33744,1825058,1820322,7566999,33737,1824852,1820152,7506966,33748,1824906,1820188,7598645,33567,1825002,1820122,7224826,33364,1824629,1819997,7770441,34105,1827690,1821920,7817599,34252,1827302,1821615,7357776,33634,1824288,1819843,7759048,33709,1824561,1820250,1853772,6351,11136,7804,1870656,6269,11348,7958,1971785,6407,11114,7759,1989714,6706,10940,7650,1957792,6585,11274,7878,1723016,5816,11097,7615,1816542,5997,10915,7680,1872716,6053,11092,7752,1825054,6103,11333,7879,1828622,6461,11185,7709,1858648,6033,11018,7651,1837050,6020,11213,7832,2279007,6996,11078,7705,2216153,7025,11142,7721,1808473,5828,11174,7781,1741569,5596,11129,7752,
2026-08-13,12:03:11.168,998,7576031,33902,1783249,1777096,7398328,33279,1782472,1776591,7424363,33803,1783059,1777051,7741876,33780,1783552,1777259,7359692,32996,1783348,1777054,7306995,32962,1782040,1776460,7174908,33055,1781842,1776252,7489426,33011,1781671,1776241,7347626,33002,1781575,1776125,7352419,32988,1781663,1776126,7423582,32968,1781768,1776132,7144066,32808,1781504,1776060,7626685,33432,1784381,1777860,7773698,33682,1783836,1777447,7258542,32957,1780818,1775648,7602479,32932,1781214,1776149,2197753,7313,12169,8233,2147235,7044,12474,8479,2247374,7190,12323,8303,2231292,7375,12099,8197,2158234,7163,12231,8328,1955377,6469,12324,8279,2095515,6807,11970,8182,2141990,6767,12293,8362,2065238,6751,12145,8217,2103308,7266,12143,8194,2153006,6809,12002,8097,2091817,6578,11918,8002,2570908,7786,12163,8216,2464924,7715,12186,8205,2089631,6552,12306,8333,2036893,6341,12069,8198,
2026-08-13,12:03:12.168,997,7467759,33479,1782570,1777438,7378621,32870,1781879,1776924,7368245,33394,1782448,1777346,7652196,33351,1782900,1777545,7355592,32840,1782697,1777376,7230296,32644,1781259,1776620,7089983,32723,1781187,1776618,7455708,32770,1781107,1776573,7326905,32731,1781004,1776381,7364425,32679,1781030,1776431,7375484,32599,1781147,1776397,7089841,32481,1780862,1776356,7472567,33054,1783702,1778100,7614324,33295,1783558,1777977,7097172,32442,1780073,1775870,7493322,32662,1780534,1776325,1822624,6125,10194,7077,1797652,5967,10480,7271,1898484,6059,10181,7010,1890085,6303,9961,6865,1861068,6181,10320,7062,1628246,5465,10255,6955,1744126,5724,10117,7027,1787482,5708,10292,7088,1754523,5886,10512,7224,1750118,6124,10264,6974,1771599,5721,10065,6879,1760680,5656,10136,6981,2216055,6718,10149,7034,2181923,6805,10137,6936,1697803,5415,10271,7124,1660862,5258,10178,7021,
