readratio,writeratio,run,read_bw_gb,write_bw_gb,read_bw_std,write_bw_std,read_bw_std_pct,write_bw_std_pct,benchmark,tag
90,10,4,75.706868641,7.7248552,0.092029475058,0.132819391651,0.12436563549449459,1.7589129371504741,readwrite_random,default
90,10,5,75.558810947,8.838703834,0.08372087006699999,0.175416759415,0.11334966494463321,2.030431854810431,readwrite_random,default
90,10,1,178.751554988,0.542345707,0.157307679534,0.002789132998,0.09002835429271977,0.5260888282808,readwrite_random,repl
90,10,2,176.235032431,0.525417378,0.137368366592,0.00254291758,0.0797551503742209,0.49524476060932904,readwrite_random,repl
90,10,3,178.82075281,0.544054831,0.155401509536,0.0021003497940000003,0.08892132143993543,0.3950538923470392,readwrite_random,repl
90,10,4,178.899147547,0.538748742,0.147128699773,0.001879195765,0.08414369301847759,0.356903930960615,readwrite_random,repl
90,10,5,173.42245229,0.535859265,0.154830473967,0.002645677676,0.09133718591950045,0.5051208529665967,readwrite_random,repl
90,10,1,81.688769689,10.168258931,0.117859532553,0.20409612483099998,0.14765990448733582,2.0538482641923728,readwrite_random,unrepl
90,10,2,91.135136532,9.263901497,0.099120375005,0.158006043036,0.1112606821864725,1.7450825009874733,readwrite_random,unrepl
90,10,3,92.556542489,6.017471805,0.226666440794,0.186144821411,0.2504716556860125,3.16623110541217,readwrite_random,unrepl
90,10,4,81.979384276,9.335866002,0.100885356177,0.169586920252,0.1259263693828215,1.858921762990563,readwrite_random,unrepl
90,10,5,85.08271945,9.691927437,0.078525368748,0.15180778123,0.09444671565580068,1.6027293254373731,readwrite_random,unrepl
85,15,1,72.43994103,12.720748603,0.112075647276,0.147931795863,0.15830589663801298,1.1896807016825672,readwrite_random,
85,15,2,70.753644728,14.891601472,0.06428961565500001,0.121115751426,0.09295960928193193,0.8320256066500088,readwrite_random,
85,15,3,71.399327511,9.584824531,0.06415806590300001,0.034504851317,0.09193141179649808,0.3682973516922747,readwrite_random,
85,15,4,68.975523354,14.209357876,0.092635362513,0.098313622196,0.13739852655004606,0.7078205701978406,readwrite_random,
85,15,5,70.246598047,14.299580682,0.062482868936,0.122541860191,0.09100005293863701,0.8766870618469452,readwrite_random,
85,15,1,70.187492535,12.440796477,0.08726951951300001,0.14543003048300002,0.12718536266726113,1.1958192909130967,readwrite_random,default
85,15,2,70.492819775,11.570877766,0.095254772056,0.171700959542,0.13824199310431742,1.5181176470094415,readwrite_random,default
85,15,3,67.500383344,13.551666107,0.10147870809699999,0.09771728635,0.15380838031223149,0.7377625812477001,readwrite_random,default
85,15,4,71.021742759,13.347491801,0.086367073785,0.094841545744,0.12440811696123275,0.727044713757278,readwrite_random,default
85,15,5,79.51189949,12.95781521,0.084296042098,0.167080722154,0.10845931440182778,1.3191975109559195,readwrite_random,default
85,15,1,165.745893143,0.779226541,0.063936304879,0.000596900253,0.03947276883269489,0.07839143052432333,readwrite_random,repl
85,15,2,100.121271812,0.602594894,0.11646610701599999,0.001693612003,0.11898999178446325,0.2875034916307841,readwrite_random,repl
85,15,3,164.637158127,0.796466285,0.07779958861599999,0.000433208851,0.048328697053510984,0.05562820993370461,readwrite_random,repl
85,15,4,166.042098302,0.794055302,0.071132880909,0.000717740012,0.0438304645408293,0.09247924801898642,readwrite_random,repl
85,15,5,165.120267056,0.768353774,0.110920770806,0.0019282004690000002,0.06871650258085456,0.2567415280279776,readwrite_random,repl
85,15,1,73.657048736,15.000634562,0.0172347023,0.020108140797,0.023937849532080654,0.1371247958247369,readwrite_random,unrepl
85,15,2,97.978118185,16.57730527,0.011920324211,0.010568460408,0.012447575278027118,0.06522399599027041,readwrite_random,unrepl
85,15,3,73.141990431,14.875084951,0.010862319205,0.016023519498,0.015201342384936506,0.1102476940475946,readwrite_random,unrepl
85,15,4,70.074501469,16.281574936,0.036054748268,0.100334346573,0.05265517700877078,0.6304589790405464,readwrite_random,unrepl
85,15,5,75.291336631,15.009141171,0.024907781834,0.08976265110800001,0.033847578192990106,0.611868913012392,readwrite_random,unrepl
80,20,1,64.263877968,14.176412368,0.06889182701999999,0.117166182958,0.10966784799455624,0.8454173534570784,readwrite_random,
80,20,2,65.608886327,18.394949751,0.128511187411,0.244986319608,0.200384637790243,1.362356267866375,readwrite_random,
80,20,3,81.007678219,17.926733585,0.107274693691,0.139325402302,0.1354802905036402,0.7950449560634417,readwrite_random,
80,20,4,63.32242845,18.627169069,0.08576303011000001,0.148154701745,0.13856189736421015,0.8137283375233829,readwrite_random,
80,20,5,68.997346134,12.005734355,0.123732260208,0.167289355473,0.1834654594433713,1.4257383300090118,readwrite_random,
80,20,1,65.564444286,14.838057355,0.082918846691,0.162432245915,0.12938220142903623,1.1197582802690211,readwrite_random,default
80,20,2,64.891784833,21.475960917,0.100965437962,0.131421937504,0.15917129575692102,0.6260508393608372,readwrite_random,default
80,20,3,65.615713507,23.736926962,0.10679961385799999,0.178920993607,0.16651540889527533,0.7709766016638882,readwrite_random,default
80,20,4,69.888523946,20.317287378,0.105664890889,0.154510919043,0.15467705506527002,0.7781277684687155,readwrite_random,default
80,20,5,63.479419431,18.471188243,0.10898790564,0.155768941996,0.175649865790456,0.8627244620585766,readwrite_random,default
80,20,1,151.822147099,0.964530537,0.048034580473,0.000541431779,0.03236399426044446,0.05742873577544522,readwrite_random,repl
80,20,2,147.041085783,0.952381937,0.034630417017,0.00027066435999999997,0.024090767951894732,0.029073366387907452,readwrite_random,repl
80,20,3,149.396849972,0.959087814,0.06757915673,0.0008743800189999999,0.04628100124976212,0.09331330203452447,readwrite_random,repl
80,20,4,150.78561459,0.963514319,0.059083634977000005,0.000362341678,0.04009481103800577,0.03848530422259324,readwrite_random,repl
80,20,5,119.606654634,0.877847393,0.060190165276,0.00041100755,0.05150759293982948,0.04792674125473785,readwrite_random,repl
80,20,1,60.779430411,23.20351359,0.063539241212,0.135243394428,0.106955863899969,0.5962887494912353,readwrite_random,unrepl
80,20,2,73.972778319,19.850858979,0.008258723772,0.016360230822,0.011425400573305997,0.08432368892252717,readwrite_random,unrepl
80,20,3,68.117717456,20.459763456,0.032799408947,0.10006795306,0.04927128452277239,0.5003525844106922,readwrite_random,unrepl
80,20,4,63.28290956,18.521359751,0.030510226338,0.09470269859,0.04932509305845802,0.5231227626092864,readwrite_random,unrepl
80,20,5,109.817735422,25.332376754,0.037965858858,0.108485256879,0.035369203535787,0.43810450733070133,readwrite_random,unrepl
70,30,1,53.674284835,28.472632388,0.112615539321,0.183654478291,0.21463401055059,0.6598313249347761,readwrite_random,
70,30,2,53.418074812,32.801703903,0.08635598670399999,0.150777906317,0.1653639552241309,0.47017306686665866,readwrite_random,
70,30,3,58.475012729,26.72541672,0.092767697995,0.188712072058,0.16230863416011015,0.7223118363737149,readwrite_random,
70,30,4,56.185306463,21.847205416,0.074875948496,0.115977488924,0.1363382851775815,0.5430274836771573,readwrite_random,
70,30,5,56.974829985,27.330711579,0.104464514433,0.21382392017500002,0.18757407739763662,0.8005431640017647,readwrite_random,
70,30,1,59.555259566,23.908274021,0.097401103956,0.137693350535,0.16732695599901024,0.5891386233854222,readwrite_random,default
70,30,2,54.990056472,27.821303867,0.072251788015,0.231656133642,0.1344249452471652,0.8518912620683833,readwrite_random,default
70,30,3,55.975683965,32.668633668,0.09548727866,0.168149472465,0.17450763359808696,0.5265127868008224,readwrite_random,default
70,30,4,56.857834273,23.243377616,0.12017775075399999,0.160658551953,0.21623803707379488,0.7070525207282506,readwrite_random,default
70,30,5,53.71625764,24.584253068,0.11247835505699999,0.170999328886,0.21425204249093066,0.7115276153228806,readwrite_random,default
70,30,1,111.025168861,1.260372063,0.046172238742,0.00046681845099999996,0.0425500216807516,0.03790176294131829,readwrite_random,repl
70,30,2,110.739248824,1.26105265,0.048063585135,0.000600977938,0.04441028818525997,0.04877131395855896,readwrite_random,repl
70,30,3,110.06342706,1.259993383,0.07274617111500001,0.0007562094,0.06762025683873837,0.061410811538184756,readwrite_random,repl
70,30,4,112.188521178,1.249056244,0.048071973682,0.0006524389129999999,0.04383147305208615,0.053437759129071186,readwrite_random,repl
70,30,5,111.139277271,1.264996631,0.048847934692,0.000415187922,0.04497857185944749,0.03359312187293615,readwrite_random,repl
70,30,1,56.375085255,28.867606659,0.0061055929759999995,0.013946778739,0.011080779222575258,0.04942700554304388,readwrite_random,unrepl
70,30,2,62.996861275,20.6867161,0.007945635577,0.011717130675,0.012908623781005097,0.057949601484783474,readwrite_random,unrepl
70,30,3,57.3512697,30.560350987,0.008249440557,0.013884845011,0.014716629954599684,0.04648060177173429,readwrite_random,unrepl
70,30,4,57.64673326,28.683169495,0.015015129138,0.015393625549000001,0.02664771405257744,0.05490283424744092,readwrite_random,unrepl
70,30,5,58.378690173,23.938940266,0.009048219032000001,0.012033820434,0.01585684852136943,0.05142702176775442,readwrite_random,unrepl
60,40,1,45.802700952,38.436856646,0.058984789063,0.128394463968,0.1317637441132838,0.3417453507242789,readwrite_random,
60,40,2,47.811222499,39.231374678,0.067176075929,0.179651654025,0.1437446947661585,0.4684588937155656,readwrite_random,
60,40,3,44.678007332,39.685803588,0.15000763004200002,0.268137021065,0.3435285470006214,0.6912586708798379,readwrite_random,
60,40,4,46.070800788,35.127564948,0.100648283142,0.17869039182,0.2235117069285522,0.5203814570648219,readwrite_random,
60,40,5,46.05472217,42.430582411,0.06824633932299999,0.162582524069,0.15159566061133797,0.39203213919994523,readwrite_random,
60,40,1,47.490876847,32.635548857,0.11318466679400001,0.19104963137300002,0.24383118449976984,0.5989132482113403,readwrite_random,default
60,40,2,46.877589525,36.375793597,0.09246102065799999,0.20708884907,0.20177619510538372,0.5824133941755135,readwrite_random,default
60,40,3,46.58989136,36.264984312,0.105941052469,0.18848551071,0.23264757814938963,0.5317396497882684,readwrite_random,default
60,40,4,44.822444599,41.683556313,0.10387653990800001,0.25318350052599997,0.23708669490723885,0.621437670035312,readwrite_random,default
60,40,5,47.390194841,34.125784006,0.09654127111800001,0.143003134808,0.2084127456114382,0.4287256999511141,readwrite_random,default
60,40,1,57.066344049,1.550269489,0.021185179566,0.000519321011,0.03798988855404919,0.034287871127026935,readwrite_random,repl
60,40,2,58.934826802,1.537337402,0.022642738540999997,0.000488157488,0.039316698969694044,0.032492347129779234,readwrite_random,repl
60,40,3,60.315837593,1.527863022,0.027391047087999998,0.000399193618,0.04646266322340372,0.02673516345152636,readwrite_random,repl
60,40,4,60.686550295,1.531241156,0.023177551393,0.000662194748,0.03907583416373194,0.04425260382428162,readwrite_random,repl
60,40,5,61.55119789,1.521017247,0.021798820203,0.000481177118,0.036235402820275445,0.03236958635234875,readwrite_random,repl
60,40,1,47.803053566,42.466002156,0.016865117466,0.017595613742000003,0.036108312086155864,0.0423945352200881,readwrite_random,unrepl
60,40,2,43.599437399,40.952059726,0.007950806177000001,0.014620580158000001,0.018665037710481353,0.036531214605982396,readwrite_random,unrepl
60,40,3,42.179351942,45.554221259,0.0077632499479999995,0.014973003221999999,0.01883197667908333,0.03362766451246759,readwrite_random,unrepl
60,40,4,46.827502563,37.955264088,0.008295918606,0.015522327652,0.018125910098546732,0.04184086139118938,readwrite_random,unrepl
60,40,5,40.824022197,43.956491491,0.0075198202090000004,0.014065119187,0.018845499541710994,0.032733844352780817,readwrite_random,unrepl
50,50,1,35.285585284,50.292747019,0.0592062034,0.191016111225,0.17165708029001336,0.3885529762789029,readwrite_random,
50,50,2,41.374694688,35.248311156,0.14300064590599998,0.259598026883,0.35359456453954374,0.753579496617191,readwrite_random,
50,50,3,39.163535328,46.762944259,0.155708927351,0.34332033135499995,0.406724688906261,0.7510623289078151,readwrite_random,
50,50,4,41.504947207,41.892646494,0.096809156844,0.19931143095,0.238638786704316,0.486785249064543,readwrite_random,
50,50,5,38.371474302,44.672889487,0.138832935695,0.314060115281,0.3701274081488859,0.7192238352573576,readwrite_random,
50,50,1,35.542806619,47.840801379,0.08272565547699999,0.22297740438,0.23807551859203038,0.47681867229918035,readwrite_random,default
50,50,2,36.812962647,45.806904466,0.08630543456999999,0.214252559721,0.23986367847726497,0.47848607486943956,readwrite_random,default
50,50,3,39.411474532,43.45542894,0.088528068256,0.209657591149,0.22978872078882165,0.4935463068760785,readwrite_random,default
50,50,4,40.682308937,49.383945839,0.093414549653,0.180879912442,0.23491161711422606,0.3747708995922395,readwrite_random,default
50,50,5,37.355092693,47.614216315,0.073215863166,0.21653988837500002,0.2005237981074926,0.46524043894998557,readwrite_random,default
50,50,1,21.865841562,1.745228982,0.010672233979,0.000463297838,0.05000104210959405,0.027170251223966015,readwrite_random,repl
50,50,2,20.429739584,1.809893444,0.026938170941,0.0007214271949999999,0.13492581629259565,0.04078761827702683,readwrite_random,repl
50,50,3,20.04109059,1.773441142,0.01978920498,0.00083797884,0.10103387367130623,0.04834824509148419,readwrite_random,repl
50,50,4,20.113664825,1.755912243,0.0099998694,0.0006476701550000001,0.05088135899477776,0.0377454487823942,readwrite_random,repl
50,50,5,19.51624039,1.787221099,0.03036553168,0.000622579346,0.15917770205066537,0.03563642771973214,readwrite_random,repl
50,50,1,39.218584536,45.309900722,0.014090449036,0.017653089661,0.03677280068220061,0.03986641214331046,readwrite_random,unrepl
50,50,2,42.100975321,38.879971613,0.04414906567,0.017923398647999998,0.10729018804770593,0.047160964054229586,readwrite_random,unrepl
50,50,3,43.569715136,41.184838416,0.018234866601000002,0.018972598945999997,0.04282617650251307,0.04713108223616319,readwrite_random,unrepl
50,50,4,32.3541033,52.848803358,0.014903865455999999,0.022943504932,0.047128010007809265,0.044410447016542946,readwrite_random,unrepl
50,50,5,48.197697574,49.268258859,0.009699150641,0.01381764496,0.020590901651620162,0.028694701349572006,readwrite_random,unrepl
40,60,1,34.708448183,41.450190593,0.082022921898,0.11678163587,0.24176329251955822,0.2882301960868563,readwrite_random,
40,60,2,32.801578177,50.337407108,0.102326903068,0.255652931082,0.3191886481394917,0.5195797434231876,readwrite_random,
40,60,3,23.736209371,51.842284955,0.065487698127,0.208919129923,0.28231821590679257,0.4122732148092775,readwrite_random,
40,60,4,26.477275281,51.786344475,0.073888144335,0.202632960357,0.28549245235847664,0.40028549481243725,readwrite_random,
40,60,5,31.210855072,52.351963902,0.075556506827,0.15753624597799998,0.24770019761578382,0.30784061355155284,readwrite_random,
40,60,1,30.226025138,48.239978242,0.085676652387,0.171994971906,0.28997854783172716,0.36478681963823506,readwrite_random,default
40,60,2,30.90532922,51.815113005,0.07719710748599999,0.222857345481,0.2555630451787537,0.4400272280558949,readwrite_random,default
40,60,3,32.592261814,45.826669448,0.06475476074,0.19424368895000002,0.20326779248031668,0.43366363465671376,readwrite_random,default
40,60,4,26.498690794,55.705086739,0.062133452428999994,0.22132675004000002,0.23987295884462193,0.4064610102910607,readwrite_random,default
40,60,5,35.240541506,49.372172385,0.08792630520400001,0.23905060283,0.2552645405319283,0.4953417971293005,readwrite_random,default
40,60,1,8.312445497,2.214713511,0.005338178301,0.000802067658,0.065752985722153,0.037049128359494296,readwrite_random,repl
40,60,2,7.802041073,2.052266333,0.005158813599,0.00055507768,0.06763178752770643,0.027662844950069633,readwrite_random,repl
40,60,3,8.771499409,2.147441735,0.013986014187999999,0.001202089318,0.16324118962548723,0.05728294241516471,readwrite_random,repl
40,60,4,7.975950833,2.079620935,0.011023908478,0.001020046022,0.14137199359473981,0.050170803902743394,readwrite_random,repl
40,60,5,7.50647668,2.141225613,0.010884305641999999,0.0016463699999999999,0.14843626692434875,0.07869993655269553,readwrite_random,repl
40,60,1,35.715759289,49.251795312,0.023234390441,0.012369087863,0.06655168442995109,0.025690545545480885,readwrite_random,unrepl
40,60,2,23.523657315,51.565062134,0.0063155925859999995,0.009801417456,0.027470151467194864,0.019445496945151856,readwrite_random,unrepl
40,60,3,59.028516946,65.443130495,0.017802995244999998,0.030333662562000003,0.030855390929543265,0.04742058005063156,readwrite_random,unrepl
40,60,4,24.720483672,55.741022443,0.006158104984,0.016436903458000002,0.02548753224772978,0.03016732928109237,readwrite_random,unrepl
40,60,5,28.357138446,55.032239117,0.009983128136999999,0.01504703597,0.0360221907589771,0.027974705862721345,readwrite_random,unrepl
30,70,1,19.21324722,53.280538959,0.072428208759,0.18811956057100002,0.38562661158565753,0.3611756638973339,readwrite_random,
30,70,2,19.262176616,53.045315748,0.032506375885,0.138753307948,0.17265365700687813,0.2676083099576613,readwrite_random,
30,70,3,20.312336068,55.033552294,0.055171820600999996,0.172775336803,0.27791658738485714,0.32118785479071765,readwrite_random,
30,70,4,23.26778127,53.0507686,0.081030573948,0.249618464997,0.3562605543512962,0.481357526845662,readwrite_random,
30,70,5,20.020138024,56.263980406,0.08557922660900001,0.20253820557,0.43730224905010495,0.3682475925139163,readwrite_random,
30,70,1,20.260368725,54.322252939,0.059510441309,0.178245370573,0.30052814472618145,0.33568936430274027,readwrite_random,default
30,70,2,19.689595755,54.30127814,0.063936134243,0.134739433859,0.3322201459293591,0.2538524804420256,readwrite_random,default
30,70,3,16.497808831,49.296222336,0.044100964471,0.16250991987400001,0.2735166613765348,0.33727550586640165,readwrite_random,default
30,70,4,18.812842472,55.953011276,0.04659146553,0.17684249845000002,0.25336468912393983,0.323321933291499,readwrite_random,default
30,70,5,17.805020388,51.407126414,0.05749613955,0.13521088805700002,0.3303778313930665,0.26906800917990675,readwrite_random,default
20,80,1,12.59760507,52.770853058,0.053426340582,0.134591461622,0.43387324125796795,0.26091059925666543,readwrite_random,
20,80,2,12.79995826,54.540459025,0.030185470853999998,0.123039600584,0.24129908334848846,0.23080541010204428,readwrite_random,
20,80,3,11.661421849,49.76340038,0.031168823324000002,0.107957246475,0.27344345076975674,0.22192772358869142,readwrite_random,
20,80,4,12.520565641,53.063871299,0.026155493047,0.102444345137,0.2137103349469679,0.1974919382134622,readwrite_random,
20,80,5,13.749927471,57.172977805,0.037704215345,0.103245670761,0.28053017866312185,0.18474012712564905,readwrite_random,
20,80,1,12.887405258,53.640464843,0.039559948803,0.128275818903,0.31405409660060957,0.2446348671650087,readwrite_random,default
20,80,2,11.347242462,47.910315438,0.026248581112,0.09513957512900001,0.2366523359115569,0.20315123147747996,readwrite_random,default
20,80,3,13.220783076,56.129866306,0.028400996566,0.132032569589,0.21979080936229456,0.24064333624874348,readwrite_random,default
20,80,4,11.677193349,49.398017049,0.027401745188,0.093766379339,0.24008327581417355,0.19419155449276926,readwrite_random,default
20,80,5,11.63655962,49.748961085,0.029554836361,0.09791330052200001,0.2598353219905659,0.20134032362105098,readwrite_random,default
10,90,1,5.549705904,49.83827365,0.039888929405,0.036195308166,0.7353111855836538,0.07429520099404284,readwrite_random,
10,90,1,5.419006459,48.209715748,0.031456091682999995,0.056795089191,0.5939371186738609,0.12052461026242835,readwrite_random,default
