bench,streams,tag,phase,query,mean_s,std_s,n
tpch-sf30,16,interleaved,cold,5,2.6105,0.0,1
tpch-sf30,16,interleaved,warm,5,1.0682,0.1436,9
tpch-sf30,16,interleaved,cold,6,1.2113,0.0,1
tpch-sf30,16,interleaved,warm,6,0.1901,0.0598,9
tpch-sf30,16,interleaved,cold,7,2.8243,0.0,1
tpch-sf30,16,interleaved,warm,7,1.3269,0.4576,9
tpch-sf30,16,interleaved,cold,8,3.1441,0.0,1
tpch-sf30,16,interleaved,warm,8,1.509,0.2872,9
tpch-sf30,16,interleaved,cold,9,5.987,0.0,1
tpch-sf30,16,interleaved,warm,9,4.1269,0.8085,9
tpch-sf30,16,interleaved,cold,10,3.5104,0.0,1
tpch-sf30,16,interleaved,warm,10,1.7645,0.1342,9
tpch-sf30,16,interleaved,cold,11,0.6865,0.0,1
tpch-sf30,16,interleaved,warm,11,0.4306,0.0555,9
tpch-sf30,16,interleaved,cold,12,2.4011,0.0,1
tpch-sf30,16,interleaved,warm,12,1.1441,0.2871,9
tpch-sf30,16,interleaved,cold,13,4.5216,0.0,1
tpch-sf30,16,interleaved,warm,13,3.1021,0.6658,9
tpch-sf30,16,interleaved,cold,14,1.7326,0.0,1
tpch-sf30,16,interleaved,warm,14,1.2402,0.2358,9
tpch-sf30,16,interleaved,cold,15,1.5934,0.0,1
tpch-sf30,16,interleaved,warm,15,1.1659,0.3002,9
tpch-sf30,16,interleaved,cold,16,2.2791,0.0,1
tpch-sf30,16,interleaved,warm,16,3.0597,0.6003,9
tpch-sf30,16,interleaved,cold,17,1.3907,0.0,1
tpch-sf30,16,interleaved,warm,17,1.3534,0.3782,9
tpch-sf30,16,interleaved,cold,18,1.8044,0.0,1
tpch-sf30,16,interleaved,warm,18,3.7638,0.497,9
tpch-sf30,16,interleaved,cold,19,0.5875,0.0,1
tpch-sf30,16,interleaved,warm,19,0.7469,0.254,9
tpch-sf30,16,interleaved,cold,20,1.0211,0.0,1
tpch-sf30,16,interleaved,warm,20,1.1689,0.159,9
tpch-sf30,16,interleaved,cold,21,1.6096,0.0,1
tpch-sf30,16,interleaved,warm,21,1.9082,0.3715,9
tpch-sf30,16,interleaved,cold,22,1.6514,0.0,1
tpch-sf30,16,interleaved,warm,22,1.1262,0.112,9
tpch-sf30,16,numa-balancing,cold,1,1.1844,0.0,1
tpch-sf30,16,numa-balancing,warm,1,0.3113,0.0286,9
tpch-sf30,16,numa-balancing,cold,2,0.9466,0.0,1
tpch-sf30,16,numa-balancing,warm,2,0.5806,0.1032,9
tpch-sf30,16,numa-balancing,cold,3,4.0206,0.0,1
tpch-sf30,16,numa-balancing,warm,3,1.8113,0.6231,9
tpch-sf30,16,numa-balancing,cold,4,1.4296,0.0,1
tpch-sf30,16,numa-balancing,warm,4,0.8524,0.2222,9
tpch-sf30,16,numa-balancing,cold,5,2.4895,0.0,1
tpch-sf30,16,numa-balancing,warm,5,1.0282,0.0777,9
tpch-sf30,16,numa-balancing,cold,6,1.1063,0.0,1
tpch-sf30,16,numa-balancing,warm,6,0.1593,0.0499,9
tpch-sf30,16,numa-balancing,cold,7,3.1085,0.0,1
tpch-sf30,16,numa-balancing,warm,7,1.6761,0.5111,9
tpch-sf30,16,numa-balancing,cold,8,3.1487,0.0,1
tpch-sf30,16,numa-balancing,warm,8,1.5209,0.328,9
tpch-sf30,16,numa-balancing,cold,9,6.1192,0.0,1
tpch-sf30,16,numa-balancing,warm,9,3.3975,0.2617,9
tpch-sf30,16,numa-balancing,cold,10,3.6737,0.0,1
tpch-sf30,16,numa-balancing,warm,10,1.8096,0.3857,9
tpch-sf30,16,numa-balancing,cold,11,0.6827,0.0,1
tpch-sf30,16,numa-balancing,warm,11,0.3813,0.0487,9
tpch-sf30,16,numa-balancing,cold,12,1.9878,0.0,1
tpch-sf30,16,numa-balancing,warm,12,1.1549,0.1117,9
tpch-sf30,16,numa-balancing,cold,13,3.2392,0.0,1
tpch-sf30,16,numa-balancing,warm,13,3.0545,0.5703,9
tpch-sf30,16,numa-balancing,cold,14,1.7066,0.0,1
tpch-sf30,16,numa-balancing,warm,14,1.4645,0.4817,9
tpch-sf30,16,numa-balancing,cold,15,1.4201,0.0,1
tpch-sf30,16,numa-balancing,warm,15,1.2706,0.485,9
tpch-sf30,16,numa-balancing,cold,16,1.666,0.0,1
tpch-sf30,16,numa-balancing,warm,16,2.4652,0.5121,9
tpch-sf30,16,numa-balancing,cold,17,1.1328,0.0,1
tpch-sf30,16,numa-balancing,warm,17,1.1894,0.2873,9
tpch-sf30,16,numa-balancing,cold,18,1.4026,0.0,1
tpch-sf30,16,numa-balancing,warm,18,3.0054,1.1878,9
tpch-sf30,16,numa-balancing,cold,19,0.4549,0.0,1
tpch-sf30,16,numa-balancing,warm,19,0.7118,0.293,9
tpch-sf30,16,numa-balancing,cold,20,0.9503,0.0,1
tpch-sf30,16,numa-balancing,warm,20,1.0599,0.0952,9
tpch-sf30,16,numa-balancing,cold,21,1.3434,0.0,1
tpch-sf30,16,numa-balancing,warm,21,1.5483,0.1246,9
tpch-sf30,16,numa-balancing,cold,22,1.4815,0.0,1
tpch-sf30,16,numa-balancing,warm,22,0.9721,0.0722,9
tpch-sf30,16,repl,cold,1,1.1969,0.0,1
tpch-sf30,16,repl,warm,1,0.4426,0.2317,9
tpch-sf30,16,repl,cold,2,0.9191,0.0,1
tpch-sf30,16,repl,warm,2,0.5901,0.1017,9
tpch-sf30,16,repl,cold,3,3.2092,0.0,1
tpch-sf30,16,repl,warm,3,1.557,0.5477,9
tpch-sf30,16,repl,cold,4,1.9442,0.0,1
tpch-sf30,16,repl,warm,4,0.8604,0.238,9
tpch-sf30,16,repl,cold,5,2.5704,0.0,1
tpch-sf30,16,repl,warm,5,1.005,0.1602,9
tpch-sf30,16,repl,cold,6,1.2888,0.0,1
tpch-sf30,16,repl,warm,6,0.1557,0.0448,9
tpch-sf30,16,repl,cold,7,2.5984,0.0,1
tpch-sf30,16,repl,warm,7,1.4705,0.624,9
tpch-sf30,16,repl,cold,8,2.4377,0.0,1
tpch-sf30,16,repl,warm,8,1.5641,0.3373,9
tpch-sf30,16,repl,cold,9,5.6986,0.0,1
tpch-sf30,16,repl,warm,9,3.7512,0.5764,9
tpch-sf30,16,repl,cold,10,3.7418,0.0,1
tpch-sf30,16,repl,warm,10,1.8611,0.283,9
tpch-sf30,16,repl,cold,11,0.794,0.0,1
tpch-sf30,16,repl,warm,11,0.4503,0.1005,9
tpch-sf30,16,repl,cold,12,2.0421,0.0,1
tpch-sf30,16,repl,warm,12,1.1163,0.1418,9
tpch-sf30,16,repl,cold,13,5.7891,0.0,1
tpch-sf30,16,repl,warm,13,2.451,0.479,9
tpch-sf30,16,repl,cold,14,1.4743,0.0,1
tpch-sf30,16,repl,warm,14,1.3526,0.4121,9
tpch-sf30,16,repl,cold,15,2.1744,0.0,1
tpch-sf30,16,repl,warm,15,0.866,0.1886,9
tpch-sf30,16,repl,cold,16,2.5267,0.0,1
tpch-sf30,16,repl,warm,16,2.5635,0.588,9
tpch-sf30,16,repl,cold,17,1.2432,0.0,1
tpch-sf30,16,repl,warm,17,1.3069,0.3006,9
tpch-sf30,16,repl,cold,18,4.7962,0.0,1
tpch-sf30,16,repl,warm,18,3.2801,1.3925,9
tpch-sf30,16,repl,cold,19,1.0293,0.0,1
tpch-sf30,16,repl,warm,19,0.6159,0.1263,9
tpch-sf30,16,repl,cold,20,1.1196,0.0,1
tpch-sf30,16,repl,warm,20,1.0781,0.1765,9
tpch-sf30,16,repl,cold,21,1.6436,0.0,1
tpch-sf30,16,repl,warm,21,1.6281,0.1635,9
tpch-sf30,16,repl,cold,22,1.2607,0.0,1
tpch-sf30,16,repl,warm,22,1.1613,0.189,9
tpch-sf30,1,firsttouch,cold,1,6.1418,0.0,1
tpch-sf30,1,firsttouch,warm,1,0.112,0.0041,9
tpch-sf30,1,firsttouch,cold,2,0.8699,0.0,1
tpch-sf30,1,firsttouch,warm,2,0.1025,0.0065,9
tpch-sf30,1,firsttouch,cold,3,3.4107,0.0,1
tpch-sf30,1,firsttouch,warm,3,0.2719,0.0112,9
tpch-sf30,1,firsttouch,cold,4,1.9761,0.0,1
tpch-sf30,1,firsttouch,warm,4,0.1804,0.0037,9
tpch-sf30,1,firsttouch,cold,5,1.1044,0.0,1
tpch-sf30,1,firsttouch,warm,5,0.2584,0.0121,9
tpch-sf30,1,firsttouch,cold,6,0.0396,0.0,1
tpch-sf30,1,firsttouch,warm,6,0.0353,0.001,9
tpch-sf30,1,firsttouch,cold,7,0.2282,0.0,1
tpch-sf30,1,firsttouch,warm,7,0.1976,0.0036,9
tpch-sf30,1,firsttouch,cold,8,0.4931,0.0,1
tpch-sf30,1,firsttouch,warm,8,0.2717,0.0098,9
tpch-sf30,1,firsttouch,cold,9,0.8063,0.0,1
tpch-sf30,1,firsttouch,warm,9,0.6522,0.01,9
tpch-sf30,1,firsttouch,cold,10,1.0592,0.0,1
tpch-sf30,1,firsttouch,warm,10,0.3931,0.0094,9
tpch-sf30,1,firsttouch,cold,11,0.0664,0.0,1
tpch-sf30,1,firsttouch,warm,11,0.0485,0.0024,9
tpch-sf30,1,firsttouch,cold,12,0.1962,0.0,1
tpch-sf30,1,firsttouch,warm,12,0.1927,0.0049,9
tpch-sf30,1,firsttouch,cold,13,2.1504,0.0,1
tpch-sf30,1,firsttouch,warm,13,0.3639,0.0092,9
tpch-sf30,1,firsttouch,cold,14,0.1347,0.0,1
tpch-sf30,1,firsttouch,warm,14,0.1283,0.0044,9
tpch-sf30,1,firsttouch,cold,15,0.0874,0.0,1
tpch-sf30,1,firsttouch,warm,15,0.0906,0.0033,9
tpch-sf30,1,firsttouch,cold,16,0.3075,0.0,1
tpch-sf30,1,firsttouch,warm,16,0.2759,0.015,9
tpch-sf30,1,firsttouch,cold,17,0.1475,0.0,1
tpch-sf30,1,firsttouch,warm,17,0.1476,0.0031,9
tpch-sf30,1,firsttouch,cold,18,0.6125,0.0,1
tpch-sf30,1,firsttouch,warm,18,0.5493,0.0143,9
tpch-sf30,1,firsttouch,cold,19,0.1234,0.0,1
tpch-sf30,1,firsttouch,warm,19,0.124,0.004,9
tpch-sf30,1,firsttouch,cold,20,0.1915,0.0,1
tpch-sf30,1,firsttouch,warm,20,0.1895,0.0062,9
tpch-sf30,1,firsttouch,cold,21,0.3942,0.0,1
tpch-sf30,1,firsttouch,warm,21,0.3902,0.0098,9
tpch-sf30,1,firsttouch,cold,22,0.1957,0.0,1
tpch-sf30,1,firsttouch,warm,22,0.1936,0.0057,9
tpch-sf30,1,imbalanced,cold,1,6.091,0.0,1
tpch-sf30,1,imbalanced,warm,1,0.1128,0.003,9
tpch-sf30,1,imbalanced,cold,2,0.9233,0.0,1
tpch-sf30,1,imbalanced,warm,2,0.1092,0.0045,9
tpch-sf30,1,imbalanced,cold,3,3.4672,0.0,1
tpch-sf30,1,imbalanced,warm,3,0.274,0.0116,9
tpch-sf30,1,imbalanced,cold,4,2.015,0.0,1
tpch-sf30,1,imbalanced,warm,4,0.1844,0.0048,9
tpch-sf30,1,imbalanced,cold,5,1.1173,0.0,1
tpch-sf30,1,imbalanced,warm,5,0.2731,0.0076,9
tpch-sf30,1,imbalanced,cold,6,0.0357,0.0,1
tpch-sf30,1,imbalanced,warm,6,0.036,0.0014,9
tpch-sf30,1,imbalanced,cold,7,0.226,0.0,1
tpch-sf30,1,imbalanced,warm,7,0.2124,0.0092,9
tpch-sf30,1,imbalanced,cold,8,0.5319,0.0,1
tpch-sf30,1,imbalanced,warm,8,0.2917,0.0105,9
tpch-sf30,1,imbalanced,cold,9,1.0339,0.0,1
tpch-sf30,1,imbalanced,warm,9,0.8492,0.0164,9
tpch-sf30,1,imbalanced,cold,10,1.1006,0.0,1
tpch-sf30,1,imbalanced,warm,10,0.4407,0.009,9
tpch-sf30,1,imbalanced,cold,11,0.0695,0.0,1
tpch-sf30,1,imbalanced,warm,11,0.052,0.0028,9
tpch-sf30,1,imbalanced,cold,12,0.2132,0.0,1
tpch-sf30,1,imbalanced,warm,12,0.2109,0.0068,9
tpch-sf30,1,imbalanced,cold,13,2.2085,0.0,1
tpch-sf30,1,imbalanced,warm,13,0.4535,0.0065,9
tpch-sf30,1,imbalanced,cold,14,0.1484,0.0,1
tpch-sf30,1,imbalanced,warm,14,0.1469,0.0072,9
tpch-sf30,1,imbalanced,cold,15,0.1061,0.0,1
tpch-sf30,1,imbalanced,warm,15,0.1025,0.0054,9
tpch-sf30,1,imbalanced,cold,16,0.3525,0.0,1
tpch-sf30,1,imbalanced,warm,16,0.3253,0.0212,9
tpch-sf30,1,imbalanced,cold,17,0.1656,0.0,1
tpch-sf30,1,imbalanced,warm,17,0.1569,0.0023,9
tpch-sf30,1,imbalanced,cold,18,0.8218,0.0,1
tpch-sf30,1,imbalanced,warm,18,0.7354,0.0138,9
tpch-sf30,1,imbalanced,cold,19,0.1279,0.0,1
tpch-sf30,1,imbalanced,warm,19,0.1302,0.0047,9
tpch-sf30,1,imbalanced,cold,20,0.2,0.0,1
tpch-sf30,1,imbalanced,warm,20,0.195,0.0051,9
tpch-sf30,1,imbalanced,cold,21,0.4172,0.0,1
tpch-sf30,1,imbalanced,warm,21,0.4222,0.014,9
tpch-sf30,1,imbalanced,cold,22,0.2206,0.0,1
tpch-sf30,1,imbalanced,warm,22,0.2139,0.0062,9
tpch-sf30,1,interleaved,cold,1,6.0813,0.0,1
tpch-sf30,1,interleaved,warm,1,0.1123,0.0034,9
tpch-sf30,1,interleaved,cold,2,0.9898,0.0,1
tpch-sf30,1,interleaved,warm,2,0.1177,0.0108,9
tpch-sf30,1,interleaved,cold,3,3.4555,0.0,1
tpch-sf30,1,interleaved,warm,3,0.2858,0.0077,9
tpch-sf30,1,interleaved,cold,4,2.0048,0.0,1
tpch-sf30,1,interleaved,warm,4,0.1874,0.003,9
tpch-sf30,1,interleaved,cold,5,1.1314,0.0,1
tpch-sf30,1,interleaved,warm,5,0.2685,0.0065,9
tpch-sf30,1,interleaved,cold,6,0.0357,0.0,1
tpch-sf30,1,interleaved,warm,6,0.0366,0.0013,9
tpch-sf30,1,interleaved,cold,7,0.2218,0.0,1
tpch-sf30,1,interleaved,warm,7,0.212,0.0048,9
tpch-sf30,1,interleaved,cold,8,0.5186,0.0,1
tpch-sf30,1,interleaved,warm,8,0.2911,0.0065,9
tpch-sf30,1,interleaved,cold,9,0.8129,0.0,1
tpch-sf30,1,interleaved,warm,9,0.6916,0.0193,9
tpch-sf30,1,interleaved,cold,10,1.098,0.0,1
tpch-sf30,1,interleaved,warm,10,0.4199,0.0147,9
tpch-sf30,1,interleaved,cold,11,0.0615,0.0,1
tpch-sf30,1,interleaved,warm,11,0.0501,0.0015,9
tpch-sf30,1,interleaved,cold,12,0.2095,0.0,1
tpch-sf30,1,interleaved,warm,12,0.208,0.0051,9
tpch-sf30,1,interleaved,cold,13,2.1336,0.0,1
tpch-sf30,1,interleaved,warm,13,0.3978,0.004,9
tpch-sf30,1,interleaved,cold,14,0.1363,0.0,1
tpch-sf30,1,interleaved,warm,14,0.1375,0.0044,9
tpch-sf30,1,interleaved,cold,15,0.0941,0.0,1
tpch-sf30,1,interleaved,warm,15,0.0957,0.0055,9
tpch-sf30,1,interleaved,cold,16,0.2848,0.0,1
tpch-sf30,1,interleaved,warm,16,0.317,0.0215,9
tpch-sf30,1,interleaved,cold,17,0.1577,0.0,1
tpch-sf30,1,interleaved,warm,17,0.1585,0.0068,9
tpch-sf30,1,interleaved,cold,18,0.6018,0.0,1
tpch-sf30,1,interleaved,warm,18,0.63,0.0438,9
tpch-sf30,1,interleaved,cold,19,0.1259,0.0,1
tpch-sf30,1,interleaved,warm,19,0.1348,0.007,9
tpch-sf30,1,interleaved,cold,20,0.1944,0.0,1
tpch-sf30,1,interleaved,warm,20,0.197,0.0064,9
tpch-sf30,1,interleaved,cold,21,0.3915,0.0,1
tpch-sf30,1,interleaved,warm,21,0.395,0.0147,9
tpch-sf30,1,interleaved,cold,22,0.2446,0.0,1
tpch-sf30,1,interleaved,warm,22,0.2093,0.0078,9
tpch-sf30,1,numa-balancing,cold,1,6.1041,0.0,1
tpch-sf30,1,numa-balancing,warm,1,0.1108,0.0022,9
tpch-sf30,1,numa-balancing,cold,2,0.882,0.0,1
tpch-sf30,1,numa-balancing,warm,2,0.0969,0.0027,9
tpch-sf30,1,numa-balancing,cold,3,3.4684,0.0,1
tpch-sf30,1,numa-balancing,warm,3,0.2733,0.0057,9
tpch-sf30,1,numa-balancing,cold,4,2.008,0.0,1
tpch-sf30,1,numa-balancing,warm,4,0.1838,0.0061,9
tpch-sf30,1,numa-balancing,cold,5,1.1213,0.0,1
tpch-sf30,1,numa-balancing,warm,5,0.2579,0.0108,9
tpch-sf30,1,numa-balancing,cold,6,0.036,0.0,1
tpch-sf30,1,numa-balancing,warm,6,0.0381,0.0028,9
tpch-sf30,1,numa-balancing,cold,7,0.2304,0.0,1
tpch-sf30,1,numa-balancing,warm,7,0.2031,0.0055,9
tpch-sf30,1,numa-balancing,cold,8,0.5154,0.0,1
tpch-sf30,1,numa-balancing,warm,8,0.2739,0.0104,9
tpch-sf30,1,numa-balancing,cold,9,0.8409,0.0,1
tpch-sf30,1,numa-balancing,warm,9,0.6555,0.0202,9
tpch-sf30,1,numa-balancing,cold,10,1.1024,0.0,1
tpch-sf30,1,numa-balancing,warm,10,0.3946,0.0112,9
tpch-sf30,1,numa-balancing,cold,11,0.0635,0.0,1
tpch-sf30,1,numa-balancing,warm,11,0.0494,0.0018,9
tpch-sf30,1,numa-balancing,cold,12,0.2051,0.0,1
tpch-sf30,1,numa-balancing,warm,12,0.1981,0.008,9
tpch-sf30,1,numa-balancing,cold,13,2.1863,0.0,1
tpch-sf30,1,numa-balancing,warm,13,0.3604,0.0074,9
tpch-sf30,1,numa-balancing,cold,14,0.1291,0.0,1
tpch-sf30,1,numa-balancing,warm,14,0.1305,0.005,9
tpch-sf30,1,numa-balancing,cold,15,0.0954,0.0,1
tpch-sf30,1,numa-balancing,warm,15,0.0914,0.0039,9
tpch-sf30,1,numa-balancing,cold,16,0.3297,0.0,1
tpch-sf30,1,numa-balancing,warm,16,0.2902,0.0157,9
tpch-sf30,1,numa-balancing,cold,17,0.1566,0.0,1
tpch-sf30,1,numa-balancing,warm,17,0.1474,0.0047,9
tpch-sf30,1,numa-balancing,cold,18,0.6377,0.0,1
tpch-sf30,1,numa-balancing,warm,18,0.5593,0.0186,9
tpch-sf30,1,numa-balancing,cold,19,0.1234,0.0,1
tpch-sf30,1,numa-balancing,warm,19,0.1228,0.0032,9
tpch-sf30,1,numa-balancing,cold,20,0.1899,0.0,1
tpch-sf30,1,numa-balancing,warm,20,0.1893,0.0046,9
tpch-sf30,1,numa-balancing,cold,21,0.3902,0.0,1
tpch-sf30,1,numa-balancing,warm,21,0.3874,0.0181,9
tpch-sf30,1,numa-balancing,cold,22,0.192,0.0,1
tpch-sf30,1,numa-balancing,warm,22,0.1939,0.0057,9
tpch-sf30,1,repl,cold,1,5.8493,0.0,1
tpch-sf30,1,repl,warm,1,0.1399,0.0285,9
tpch-sf30,1,repl,cold,2,0.9279,0.0,1
tpch-sf30,1,repl,warm,2,0.1111,0.0107,9
tpch-sf30,1,repl,cold,3,3.4757,0.0,1
tpch-sf30,1,repl,warm,3,0.2829,0.0191,9
tpch-sf30,1,repl,cold,4,2.04,0.0,1
tpch-sf30,1,repl,warm,4,0.2008,0.0304,9
tpch-sf30,1,repl,cold,5,1.1805,0.0,1
tpch-sf30,1,repl,warm,5,0.2661,0.0213,9
tpch-sf30,1,repl,cold,6,0.1345,0.0,1
tpch-sf30,1,repl,warm,6,0.0428,0.0135,9
tpch-sf30,1,repl,cold,7,0.3869,0.0,1
tpch-sf30,1,repl,warm,7,0.2074,0.0197,9
tpch-sf30,1,repl,cold,8,0.5299,0.0,1
tpch-sf30,1,repl,warm,8,0.2744,0.0279,9
tpch-sf30,1,repl,cold,9,1.0274,0.0,1
tpch-sf30,1,repl,warm,9,0.676,0.0339,9
tpch-sf30,1,repl,cold,10,1.1039,0.0,1
tpch-sf30,1,repl,warm,10,0.4542,0.0344,9
tpch-sf30,1,repl,cold,11,0.0809,0.0,1
tpch-sf30,1,repl,warm,11,0.0553,0.0062,9
tpch-sf30,1,repl,cold,12,0.3178,0.0,1
tpch-sf30,1,repl,warm,12,0.2107,0.0258,9
tpch-sf30,1,repl,cold,13,2.0732,0.0,1
tpch-sf30,1,repl,warm,13,0.4571,0.0424,9
tpch-sf30,1,repl,cold,14,0.2238,0.0,1
tpch-sf30,1,repl,warm,14,0.1334,0.0149,9
tpch-sf30,1,repl,cold,15,0.1731,0.0,1
tpch-sf30,1,repl,warm,15,0.0909,0.0099,9
tpch-sf30,1,repl,cold,16,0.3247,0.0,1
tpch-sf30,1,repl,warm,16,0.2899,0.0184,9
tpch-sf30,1,repl,cold,17,0.3388,0.0,1
tpch-sf30,1,repl,warm,17,0.1564,0.0259,9
tpch-sf30,1,repl,cold,18,0.6556,0.0,1
tpch-sf30,1,repl,warm,18,0.5583,0.0397,9
tpch-sf30,1,repl,cold,19,0.23,0.0,1
tpch-sf30,1,repl,warm,19,0.1419,0.0164,9
tpch-sf30,1,repl,cold,20,0.3491,0.0,1
tpch-sf30,1,repl,warm,20,0.1993,0.0192,9
tpch-sf30,1,repl,cold,21,0.619,0.0,1
tpch-sf30,1,repl,warm,21,0.4005,0.0404,9
tpch-sf30,1,repl,cold,22,0.2524,0.0,1
tpch-sf30,1,repl,warm,22,0.2034,0.0145,9
