bench,compression,tag,phase,query,mean_s,std_s,n
tpch-sf10,uncompressed,firsttouch,cold,8,0.8017,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,8,0.1097,0.0047,19
tpch-sf10,uncompressed,firsttouch,cold,9,0.4129,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,9,0.3147,0.0036,19
tpch-sf10,uncompressed,firsttouch,cold,10,0.6668,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,10,0.2311,0.0064,19
tpch-sf10,uncompressed,firsttouch,cold,11,0.0969,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,11,0.0274,0.0019,19
tpch-sf10,uncompressed,firsttouch,cold,12,1.0774,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,12,0.0775,0.0048,19
tpch-sf10,uncompressed,firsttouch,cold,13,1.8921,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,13,0.2009,0.0052,19
tpch-sf10,uncompressed,firsttouch,cold,14,0.0602,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,14,0.0632,0.002,19
tpch-sf10,uncompressed,firsttouch,cold,15,0.042,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,15,0.0406,0.0012,19
tpch-sf10,uncompressed,firsttouch,cold,16,0.1481,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,16,0.1357,0.0041,19
tpch-sf10,uncompressed,firsttouch,cold,17,0.1081,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,17,0.0669,0.0018,19
tpch-sf10,uncompressed,firsttouch,cold,18,0.3265,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,18,0.2305,0.003,19
tpch-sf10,uncompressed,firsttouch,cold,19,1.446,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,19,0.0908,0.0052,19
tpch-sf10,uncompressed,firsttouch,cold,20,0.0814,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,20,0.0796,0.0024,19
tpch-sf10,uncompressed,firsttouch,cold,21,0.2334,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,21,0.1735,0.008,19
tpch-sf10,uncompressed,firsttouch,cold,22,0.0866,0.0,1
tpch-sf10,uncompressed,firsttouch,warm,22,0.083,0.0037,19
tpch-sf10,uncompressed,imbalanced,cold,1,9.4421,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,1,0.0947,0.0032,19
tpch-sf10,uncompressed,imbalanced,cold,2,1.0034,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,2,0.0446,0.0034,19
tpch-sf10,uncompressed,imbalanced,cold,3,2.5331,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,3,0.1048,0.007,19
tpch-sf10,uncompressed,imbalanced,cold,4,1.8543,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,4,0.1175,0.0118,19
tpch-sf10,uncompressed,imbalanced,cold,5,1.464,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,5,0.1179,0.0061,19
tpch-sf10,uncompressed,imbalanced,cold,6,0.0273,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,6,0.0256,0.0009,19
tpch-sf10,uncompressed,imbalanced,cold,7,0.101,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,7,0.1013,0.0048,19
tpch-sf10,uncompressed,imbalanced,cold,8,0.808,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,8,0.1173,0.0087,19
tpch-sf10,uncompressed,imbalanced,cold,9,0.4337,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,9,0.3307,0.0077,19
tpch-sf10,uncompressed,imbalanced,cold,10,0.7025,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,10,0.253,0.0118,19
tpch-sf10,uncompressed,imbalanced,cold,11,0.0983,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,11,0.0277,0.0014,19
tpch-sf10,uncompressed,imbalanced,cold,12,1.0962,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,12,0.0836,0.0056,19
tpch-sf10,uncompressed,imbalanced,cold,13,1.9039,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,13,0.2288,0.0055,19
tpch-sf10,uncompressed,imbalanced,cold,14,0.0662,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,14,0.0667,0.0017,19
tpch-sf10,uncompressed,imbalanced,cold,15,0.0412,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,15,0.0444,0.0019,19
tpch-sf10,uncompressed,imbalanced,cold,16,0.1488,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,16,0.1397,0.0022,19
tpch-sf10,uncompressed,imbalanced,cold,17,0.1092,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,17,0.068,0.0017,19
tpch-sf10,uncompressed,imbalanced,cold,18,0.3676,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,18,0.266,0.008,19
tpch-sf10,uncompressed,imbalanced,cold,19,1.4451,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,19,0.0926,0.0052,19
tpch-sf10,uncompressed,imbalanced,cold,20,0.0848,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,20,0.0823,0.0022,19
tpch-sf10,uncompressed,imbalanced,cold,21,0.2353,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,21,0.1951,0.0209,19
tpch-sf10,uncompressed,imbalanced,cold,22,0.0896,0.0,1
tpch-sf10,uncompressed,imbalanced,warm,22,0.085,0.005,19
tpch-sf10,uncompressed,interleaved,cold,1,10.6035,0.0,1
tpch-sf10,uncompressed,interleaved,warm,1,0.0928,0.001,19
tpch-sf10,uncompressed,interleaved,cold,2,1.4273,0.0,1
tpch-sf10,uncompressed,interleaved,warm,2,0.0495,0.0046,19
tpch-sf10,uncompressed,interleaved,cold,3,2.9854,0.0,1
tpch-sf10,uncompressed,interleaved,warm,3,0.1047,0.0082,19
tpch-sf10,uncompressed,interleaved,cold,4,2.1442,0.0,1
tpch-sf10,uncompressed,interleaved,warm,4,0.1185,0.0136,19
tpch-sf10,uncompressed,interleaved,cold,5,1.6965,0.0,1
tpch-sf10,uncompressed,interleaved,warm,5,0.1177,0.0062,19
tpch-sf10,uncompressed,interleaved,cold,6,0.0255,0.0,1
tpch-sf10,uncompressed,interleaved,warm,6,0.0216,0.004,19
tpch-sf10,uncompressed,interleaved,cold,7,0.1205,0.0,1
tpch-sf10,uncompressed,interleaved,warm,7,0.1006,0.0065,19
tpch-sf10,uncompressed,interleaved,cold,8,0.9368,0.0,1
tpch-sf10,uncompressed,interleaved,warm,8,0.1194,0.0054,19
tpch-sf10,uncompressed,interleaved,cold,9,0.5772,0.0,1
tpch-sf10,uncompressed,interleaved,warm,9,0.3266,0.0047,19
tpch-sf10,uncompressed,interleaved,cold,10,1.132,0.0,1
tpch-sf10,uncompressed,interleaved,warm,10,0.2462,0.0058,19
tpch-sf10,uncompressed,interleaved,cold,11,0.1357,0.0,1
tpch-sf10,uncompressed,interleaved,warm,11,0.0292,0.0028,19
tpch-sf10,uncompressed,interleaved,cold,12,1.2342,0.0,1
tpch-sf10,uncompressed,interleaved,warm,12,0.0793,0.0049,19
tpch-sf10,uncompressed,interleaved,cold,13,2.2641,0.0,1
tpch-sf10,uncompressed,interleaved,warm,13,0.2329,0.0042,19
tpch-sf10,uncompressed,interleaved,cold,14,0.0656,0.0,1
tpch-sf10,uncompressed,interleaved,warm,14,0.0657,0.0026,19
tpch-sf10,uncompressed,interleaved,cold,15,0.0443,0.0,1
tpch-sf10,uncompressed,interleaved,warm,15,0.0432,0.0019,19
tpch-sf10,uncompressed,interleaved,cold,16,0.1957,0.0,1
tpch-sf10,uncompressed,interleaved,warm,16,0.1421,0.0045,19
tpch-sf10,uncompressed,interleaved,cold,17,0.1571,0.0,1
tpch-sf10,uncompressed,interleaved,warm,17,0.0709,0.0047,19
tpch-sf10,uncompressed,interleaved,cold,18,0.404,0.0,1
tpch-sf10,uncompressed,interleaved,warm,18,0.27,0.009,19
tpch-sf10,uncompressed,interleaved,cold,19,1.772,0.0,1
tpch-sf10,uncompressed,interleaved,warm,19,0.0944,0.0046,19
tpch-sf10,uncompressed,interleaved,cold,20,0.0988,0.0,1
tpch-sf10,uncompressed,interleaved,warm,20,0.0862,0.0053,19
tpch-sf10,uncompressed,interleaved,cold,21,0.2683,0.0,1
tpch-sf10,uncompressed,interleaved,warm,21,0.179,0.01,19
tpch-sf10,uncompressed,interleaved,cold,22,0.0876,0.0,1
tpch-sf10,uncompressed,interleaved,warm,22,0.0903,0.0063,19
tpch-sf10,uncompressed,numa-balancing,cold,1,9.4435,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,1,0.0921,0.0011,19
tpch-sf10,uncompressed,numa-balancing,cold,2,0.9891,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,2,0.0401,0.0018,19
tpch-sf10,uncompressed,numa-balancing,cold,3,2.4591,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,3,0.0997,0.0098,19
tpch-sf10,uncompressed,numa-balancing,cold,4,1.8569,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,4,0.1158,0.0132,19
tpch-sf10,uncompressed,numa-balancing,cold,5,1.5351,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,5,0.1088,0.005,19
tpch-sf10,uncompressed,numa-balancing,cold,6,0.0217,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,6,0.0226,0.0041,19
tpch-sf10,uncompressed,numa-balancing,cold,7,0.0949,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,7,0.0951,0.0051,19
tpch-sf10,uncompressed,numa-balancing,cold,8,0.7967,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,8,0.11,0.0051,19
tpch-sf10,uncompressed,numa-balancing,cold,9,0.4316,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,9,0.3154,0.0044,19
tpch-sf10,uncompressed,numa-balancing,cold,10,0.6831,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,10,0.2303,0.0082,19
tpch-sf10,uncompressed,numa-balancing,cold,11,0.1038,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,11,0.0268,0.0016,19
tpch-sf10,uncompressed,numa-balancing,cold,12,1.0894,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,12,0.0779,0.0045,19
tpch-sf10,uncompressed,numa-balancing,cold,13,1.9324,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,13,0.2034,0.0036,19
tpch-sf10,uncompressed,numa-balancing,cold,14,0.067,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,14,0.0637,0.0017,19
tpch-sf10,uncompressed,numa-balancing,cold,15,0.0439,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,15,0.0407,0.0018,19
tpch-sf10,uncompressed,numa-balancing,cold,16,0.157,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,16,0.1364,0.0037,19
tpch-sf10,uncompressed,numa-balancing,cold,17,0.1116,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,17,0.0669,0.0015,19
tpch-sf10,uncompressed,numa-balancing,cold,18,0.3412,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,18,0.2382,0.0039,19
tpch-sf10,uncompressed,numa-balancing,cold,19,1.4421,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,19,0.0912,0.0054,19
tpch-sf10,uncompressed,numa-balancing,cold,20,0.0807,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,20,0.0792,0.0033,19
tpch-sf10,uncompressed,numa-balancing,cold,21,0.2364,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,21,0.1738,0.0101,19
tpch-sf10,uncompressed,numa-balancing,cold,22,0.0805,0.0,1
tpch-sf10,uncompressed,numa-balancing,warm,22,0.0834,0.0038,19
tpch-sf10,uncompressed,repl,cold,1,9.4193,0.0,1
tpch-sf10,uncompressed,repl,warm,1,0.0893,0.0252,19
tpch-sf10,uncompressed,repl,cold,2,0.99,0.0,1
tpch-sf10,uncompressed,repl,warm,2,0.0361,0.0033,19
tpch-sf10,uncompressed,repl,cold,3,2.4444,0.0,1
tpch-sf10,uncompressed,repl,warm,3,0.0855,0.0053,19
tpch-sf10,uncompressed,repl,cold,4,1.8377,0.0,1
tpch-sf10,uncompressed,repl,warm,4,0.0919,0.0054,19
tpch-sf10,uncompressed,repl,cold,5,1.4593,0.0,1
tpch-sf10,uncompressed,repl,warm,5,0.0922,0.0034,19
tpch-sf10,uncompressed,repl,cold,6,0.0572,0.0,1
tpch-sf10,uncompressed,repl,warm,6,0.0166,0.0025,19
tpch-sf10,uncompressed,repl,cold,7,0.1527,0.0,1
tpch-sf10,uncompressed,repl,warm,7,0.0801,0.004,19
tpch-sf10,uncompressed,repl,cold,8,0.8221,0.0,1
tpch-sf10,uncompressed,repl,warm,8,0.0921,0.0041,19
tpch-sf10,uncompressed,repl,cold,9,0.5195,0.0,1
tpch-sf10,uncompressed,repl,warm,9,0.2751,0.0052,19
tpch-sf10,uncompressed,repl,cold,10,0.7222,0.0,1
tpch-sf10,uncompressed,repl,warm,10,0.2016,0.014,19
tpch-sf10,uncompressed,repl,cold,11,0.1013,0.0,1
tpch-sf10,uncompressed,repl,warm,11,0.0234,0.0021,19
tpch-sf10,uncompressed,repl,cold,12,1.0853,0.0,1
tpch-sf10,uncompressed,repl,warm,12,0.0712,0.0099,19
tpch-sf10,uncompressed,repl,cold,13,1.949,0.0,1
tpch-sf10,uncompressed,repl,warm,13,0.1907,0.0182,19
tpch-sf10,uncompressed,repl,cold,14,0.1028,0.0,1
tpch-sf10,uncompressed,repl,warm,14,0.0547,0.0012,19
tpch-sf10,uncompressed,repl,cold,15,0.0653,0.0,1
tpch-sf10,uncompressed,repl,warm,15,0.0348,0.0027,19
tpch-sf10,uncompressed,repl,cold,16,0.1476,0.0,1
tpch-sf10,uncompressed,repl,warm,16,0.1146,0.0031,19
tpch-sf10,uncompressed,repl,cold,17,0.1467,0.0,1
tpch-sf10,uncompressed,repl,warm,17,0.0548,0.0015,19
tpch-sf10,uncompressed,repl,cold,18,0.3428,0.0,1
tpch-sf10,uncompressed,repl,warm,18,0.2013,0.0036,19
tpch-sf10,uncompressed,repl,cold,19,1.4452,0.0,1
tpch-sf10,uncompressed,repl,warm,19,0.0814,0.02,19
tpch-sf10,uncompressed,repl,cold,20,0.1075,0.0,1
tpch-sf10,uncompressed,repl,warm,20,0.0655,0.0022,19
tpch-sf10,uncompressed,repl,cold,21,0.2542,0.0,1
tpch-sf10,uncompressed,repl,warm,21,0.1551,0.0173,19
tpch-sf10,uncompressed,repl,cold,22,0.0794,0.0,1
tpch-sf10,uncompressed,repl,warm,22,0.0693,0.004,19
tpch-sf10,compressed,firsttouch,cold,1,1.5564,0.0,1
tpch-sf10,compressed,firsttouch,warm,1,0.0723,0.0012,19
tpch-sf10,compressed,firsttouch,cold,2,0.2676,0.0,1
tpch-sf10,compressed,firsttouch,warm,2,0.0446,0.002,19
tpch-sf10,compressed,firsttouch,cold,3,0.8435,0.0,1
tpch-sf10,compressed,firsttouch,warm,3,0.1036,0.0031,19
tpch-sf10,compressed,firsttouch,cold,4,0.7559,0.0,1
tpch-sf10,compressed,firsttouch,warm,4,0.1121,0.005,19
tpch-sf10,compressed,firsttouch,cold,5,0.2064,0.0,1
tpch-sf10,compressed,firsttouch,warm,5,0.1166,0.0046,19
tpch-sf10,compressed,firsttouch,cold,6,0.0233,0.0,1
tpch-sf10,compressed,firsttouch,warm,6,0.0231,0.0008,19
tpch-sf10,compressed,firsttouch,cold,7,0.0953,0.0,1
tpch-sf10,compressed,firsttouch,warm,7,0.103,0.0043,19
tpch-sf10,compressed,firsttouch,cold,8,0.1516,0.0,1
tpch-sf10,compressed,firsttouch,warm,8,0.1219,0.0046,19
tpch-sf10,compressed,firsttouch,cold,9,0.3443,0.0,1
tpch-sf10,compressed,firsttouch,warm,9,0.3306,0.0065,19
tpch-sf10,compressed,firsttouch,cold,10,0.3857,0.0,1
tpch-sf10,compressed,firsttouch,warm,10,0.2414,0.0059,19
tpch-sf10,compressed,firsttouch,cold,11,0.0295,0.0,1
tpch-sf10,compressed,firsttouch,warm,11,0.0291,0.0021,19
tpch-sf10,compressed,firsttouch,cold,12,0.0883,0.0,1
tpch-sf10,compressed,firsttouch,warm,12,0.0841,0.0038,19
tpch-sf10,compressed,firsttouch,cold,13,0.6624,0.0,1
tpch-sf10,compressed,firsttouch,warm,13,0.2285,0.0047,19
tpch-sf10,compressed,firsttouch,cold,14,0.0675,0.0,1
tpch-sf10,compressed,firsttouch,warm,14,0.0687,0.0015,19
tpch-sf10,compressed,firsttouch,cold,15,0.0462,0.0,1
tpch-sf10,compressed,firsttouch,warm,15,0.0468,0.0014,19
tpch-sf10,compressed,firsttouch,cold,16,0.1377,0.0,1
tpch-sf10,compressed,firsttouch,warm,16,0.1341,0.0037,19
tpch-sf10,compressed,firsttouch,cold,17,0.0754,0.0,1
tpch-sf10,compressed,firsttouch,warm,17,0.074,0.0015,19
tpch-sf10,compressed,firsttouch,cold,18,0.2345,0.0,1
tpch-sf10,compressed,firsttouch,warm,18,0.2305,0.003,19
tpch-sf10,compressed,firsttouch,cold,19,0.071,0.0,1
tpch-sf10,compressed,firsttouch,warm,19,0.0777,0.0016,19
tpch-sf10,compressed,firsttouch,cold,20,0.0933,0.0,1
tpch-sf10,compressed,firsttouch,warm,20,0.0946,0.0012,19
tpch-sf10,compressed,firsttouch,cold,21,0.1868,0.0,1
tpch-sf10,compressed,firsttouch,warm,21,0.1854,0.0046,19
tpch-sf10,compressed,firsttouch,cold,22,0.0993,0.0,1
tpch-sf10,compressed,firsttouch,warm,22,0.0945,0.0066,19
tpch-sf10,compressed,imbalanced,cold,1,1.5619,0.0,1
tpch-sf10,compressed,imbalanced,warm,1,0.0718,0.0009,19
tpch-sf10,compressed,imbalanced,cold,2,0.2633,0.0,1
tpch-sf10,compressed,imbalanced,warm,2,0.0449,0.002,19
tpch-sf10,compressed,imbalanced,cold,3,0.8442,0.0,1
tpch-sf10,compressed,imbalanced,warm,3,0.1063,0.0032,19
tpch-sf10,compressed,imbalanced,cold,4,0.7532,0.0,1
tpch-sf10,compressed,imbalanced,warm,4,0.1185,0.0117,19
tpch-sf10,compressed,imbalanced,cold,5,0.2094,0.0,1
tpch-sf10,compressed,imbalanced,warm,5,0.1214,0.0038,19
tpch-sf10,compressed,imbalanced,cold,6,0.0226,0.0,1
tpch-sf10,compressed,imbalanced,warm,6,0.0229,0.0005,19
tpch-sf10,compressed,imbalanced,cold,7,0.1037,0.0,1
tpch-sf10,compressed,imbalanced,warm,7,0.1022,0.0031,19
tpch-sf10,compressed,imbalanced,cold,8,0.1516,0.0,1
tpch-sf10,compressed,imbalanced,warm,8,0.1225,0.0057,19
tpch-sf10,compressed,imbalanced,cold,9,0.3819,0.0,1
tpch-sf10,compressed,imbalanced,warm,9,0.345,0.0074,19
tpch-sf10,compressed,imbalanced,cold,10,0.3954,0.0,1
tpch-sf10,compressed,imbalanced,warm,10,0.2452,0.0057,19
tpch-sf10,compressed,imbalanced,cold,11,0.028,0.0,1
tpch-sf10,compressed,imbalanced,warm,11,0.0281,0.0015,19
tpch-sf10,compressed,imbalanced,cold,12,0.0798,0.0,1
tpch-sf10,compressed,imbalanced,warm,12,0.082,0.0046,19
tpch-sf10,compressed,imbalanced,cold,13,0.6011,0.0,1
tpch-sf10,compressed,imbalanced,warm,13,0.246,0.0043,19
tpch-sf10,compressed,imbalanced,cold,14,0.0714,0.0,1
tpch-sf10,compressed,imbalanced,warm,14,0.071,0.0022,19
tpch-sf10,compressed,imbalanced,cold,15,0.0489,0.0,1
tpch-sf10,compressed,imbalanced,warm,15,0.0486,0.0017,19
tpch-sf10,compressed,imbalanced,cold,16,0.1332,0.0,1
tpch-sf10,compressed,imbalanced,warm,16,0.1364,0.0042,19
tpch-sf10,compressed,imbalanced,cold,17,0.0746,0.0,1
tpch-sf10,compressed,imbalanced,warm,17,0.075,0.0025,19
tpch-sf10,compressed,imbalanced,cold,18,0.2733,0.0,1
tpch-sf10,compressed,imbalanced,warm,18,0.2679,0.0069,19
tpch-sf10,compressed,imbalanced,cold,19,0.0809,0.0,1
tpch-sf10,compressed,imbalanced,warm,19,0.0787,0.0022,19
tpch-sf10,compressed,imbalanced,cold,20,0.0956,0.0,1
tpch-sf10,compressed,imbalanced,warm,20,0.0952,0.0018,19
tpch-sf10,compressed,imbalanced,cold,21,0.1846,0.0,1
tpch-sf10,compressed,imbalanced,warm,21,0.1847,0.0038,19
tpch-sf10,compressed,imbalanced,cold,22,0.0955,0.0,1
tpch-sf10,compressed,imbalanced,warm,22,0.0954,0.0066,19
tpch-sf10,compressed,interleaved,cold,1,2.0084,0.0,1
tpch-sf10,compressed,interleaved,warm,1,0.0723,0.0014,19
tpch-sf10,compressed,interleaved,cold,2,0.546,0.0,1
tpch-sf10,compressed,interleaved,warm,2,0.0538,0.0062,19
tpch-sf10,compressed,interleaved,cold,3,1.036,0.0,1
tpch-sf10,compressed,interleaved,warm,3,0.1087,0.004,19
tpch-sf10,compressed,interleaved,cold,4,0.874,0.0,1
tpch-sf10,compressed,interleaved,warm,4,0.1215,0.009,19
tpch-sf10,compressed,interleaved,cold,5,0.2708,0.0,1
tpch-sf10,compressed,interleaved,warm,5,0.1227,0.006,19
tpch-sf10,compressed,interleaved,cold,6,0.0229,0.0,1
tpch-sf10,compressed,interleaved,warm,6,0.0229,0.0004,19
tpch-sf10,compressed,interleaved,cold,7,0.1246,0.0,1
tpch-sf10,compressed,interleaved,warm,7,0.1062,0.0033,19
tpch-sf10,compressed,interleaved,cold,8,0.2099,0.0,1
tpch-sf10,compressed,interleaved,warm,8,0.125,0.0047,19
tpch-sf10,compressed,interleaved,cold,9,0.3885,0.0,1
tpch-sf10,compressed,interleaved,warm,9,0.344,0.0058,19
tpch-sf10,compressed,interleaved,cold,10,0.545,0.0,1
tpch-sf10,compressed,interleaved,warm,10,0.2537,0.0059,19
tpch-sf10,compressed,interleaved,cold,11,0.0503,0.0,1
tpch-sf10,compressed,interleaved,warm,11,0.0294,0.0022,19
tpch-sf10,compressed,interleaved,cold,12,0.0943,0.0,1
tpch-sf10,compressed,interleaved,warm,12,0.0845,0.0042,19
tpch-sf10,compressed,interleaved,cold,13,0.6958,0.0,1
tpch-sf10,compressed,interleaved,warm,13,0.2597,0.0052,19
tpch-sf10,compressed,interleaved,cold,14,0.0742,0.0,1
tpch-sf10,compressed,interleaved,warm,14,0.0718,0.0029,19
tpch-sf10,compressed,interleaved,cold,15,0.0469,0.0,1
tpch-sf10,compressed,interleaved,warm,15,0.0478,0.0012,19
tpch-sf10,compressed,interleaved,cold,16,0.1486,0.0,1
tpch-sf10,compressed,interleaved,warm,16,0.1392,0.0035,19
tpch-sf10,compressed,interleaved,cold,17,0.0786,0.0,1
tpch-sf10,compressed,interleaved,warm,17,0.078,0.0025,19
tpch-sf10,compressed,interleaved,cold,18,0.2677,0.0,1
tpch-sf10,compressed,interleaved,warm,18,0.2738,0.0091,19
tpch-sf10,compressed,interleaved,cold,19,0.0784,0.0,1
tpch-sf10,compressed,interleaved,warm,19,0.0815,0.0037,19
tpch-sf10,compressed,interleaved,cold,20,0.0979,0.0,1
tpch-sf10,compressed,interleaved,warm,20,0.1002,0.0071,19
tpch-sf10,compressed,interleaved,cold,21,0.1795,0.0,1
tpch-sf10,compressed,interleaved,warm,21,0.1887,0.0092,19
tpch-sf10,compressed,interleaved,cold,22,0.0906,0.0,1
tpch-sf10,compressed,interleaved,warm,22,0.0995,0.0077,19
tpch-sf10,compressed,numa-balancing,cold,1,1.5516,0.0,1
tpch-sf10,compressed,numa-balancing,warm,1,0.0715,0.0016,19
tpch-sf10,compressed,numa-balancing,cold,2,0.2661,0.0,1
tpch-sf10,compressed,numa-balancing,warm,2,0.0462,0.0034,19
tpch-sf10,compressed,numa-balancing,cold,3,0.8391,0.0,1
tpch-sf10,compressed,numa-balancing,warm,3,0.1043,0.0045,19
tpch-sf10,compressed,numa-balancing,cold,4,0.7585,0.0,1
tpch-sf10,compressed,numa-balancing,warm,4,0.1153,0.0063,19
tpch-sf10,compressed,numa-balancing,cold,5,0.2145,0.0,1
tpch-sf10,compressed,numa-balancing,warm,5,0.1173,0.0026,19
tpch-sf10,compressed,numa-balancing,cold,6,0.031,0.0,1
tpch-sf10,compressed,numa-balancing,warm,6,0.023,0.0006,19
tpch-sf10,compressed,numa-balancing,cold,7,0.103,0.0,1
tpch-sf10,compressed,numa-balancing,warm,7,0.1013,0.0023,19
tpch-sf10,compressed,numa-balancing,cold,8,0.1552,0.0,1
tpch-sf10,compressed,numa-balancing,warm,8,0.1227,0.0045,19
tpch-sf10,compressed,numa-balancing,cold,9,0.3646,0.0,1
tpch-sf10,compressed,numa-balancing,warm,9,0.3324,0.004,19
tpch-sf10,compressed,numa-balancing,cold,10,0.393,0.0,1
tpch-sf10,compressed,numa-balancing,warm,10,0.243,0.0088,19
tpch-sf10,compressed,numa-balancing,cold,11,0.0334,0.0,1
tpch-sf10,compressed,numa-balancing,warm,11,0.0284,0.0016,19
tpch-sf10,compressed,numa-balancing,cold,12,0.0795,0.0,1
tpch-sf10,compressed,numa-balancing,warm,12,0.0829,0.0054,19
tpch-sf10,compressed,numa-balancing,cold,13,0.5977,0.0,1
tpch-sf10,compressed,numa-balancing,warm,13,0.2267,0.0064,19
tpch-sf10,compressed,numa-balancing,cold,14,0.0732,0.0,1
tpch-sf10,compressed,numa-balancing,warm,14,0.0692,0.0021,19
tpch-sf10,compressed,numa-balancing,cold,15,0.0482,0.0,1
tpch-sf10,compressed,numa-balancing,warm,15,0.0466,0.0012,19
tpch-sf10,compressed,numa-balancing,cold,16,0.1331,0.0,1
tpch-sf10,compressed,numa-balancing,warm,16,0.1348,0.0032,19
tpch-sf10,compressed,numa-balancing,cold,17,0.0805,0.0,1
tpch-sf10,compressed,numa-balancing,warm,17,0.0761,0.0026,19
tpch-sf10,compressed,numa-balancing,cold,18,0.2286,0.0,1
tpch-sf10,compressed,numa-balancing,warm,18,0.2323,0.0035,19
tpch-sf10,compressed,numa-balancing,cold,19,0.077,0.0,1
tpch-sf10,compressed,numa-balancing,warm,19,0.0784,0.0027,19
tpch-sf10,compressed,numa-balancing,cold,20,0.0942,0.0,1
tpch-sf10,compressed,numa-balancing,warm,20,0.0936,0.0025,19
tpch-sf10,compressed,numa-balancing,cold,21,0.1788,0.0,1
tpch-sf10,compressed,numa-balancing,warm,21,0.1847,0.0053,19
tpch-sf10,compressed,numa-balancing,cold,22,0.0868,0.0,1
tpch-sf10,compressed,numa-balancing,warm,22,0.0946,0.005,19
tpch-sf10,compressed,repl,cold,1,1.6219,0.0,1
tpch-sf10,compressed,repl,warm,1,0.0602,0.0051,19
tpch-sf10,compressed,repl,cold,2,0.2573,0.0,1
tpch-sf10,compressed,repl,warm,2,0.0375,0.0026,19
tpch-sf10,compressed,repl,cold,3,0.8236,0.0,1
tpch-sf10,compressed,repl,warm,3,0.0877,0.0036,19
tpch-sf10,compressed,repl,cold,4,0.7491,0.0,1
tpch-sf10,compressed,repl,warm,4,0.097,0.0053,19
tpch-sf10,compressed,repl,cold,5,0.2077,0.0,1
tpch-sf10,compressed,repl,warm,5,0.0984,0.0045,19
tpch-sf10,compressed,repl,cold,6,0.0361,0.0,1
tpch-sf10,compressed,repl,warm,6,0.0182,0.0009,19
tpch-sf10,compressed,repl,cold,7,0.1163,0.0,1
tpch-sf10,compressed,repl,warm,7,0.0837,0.0031,19
tpch-sf10,compressed,repl,cold,8,0.1573,0.0,1
tpch-sf10,compressed,repl,warm,8,0.1013,0.0037,19
tpch-sf10,compressed,repl,cold,9,0.3947,0.0,1
tpch-sf10,compressed,repl,warm,9,0.2845,0.0059,19
